v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
    10.600000                     0.001722          0.025472
    10.700000                     0.001729          0.025581
    10.800000                     0.001737          0.025690
    10.900000                     0.001744          0.025800
    11.000000                     0.001752          0.025911
    11.100000                     0.001759          0.026023
    11.200000                     0.001767          0.026136
    11.300000                     0.001775          0.026250
    11.400000                     0.001782          0.026364
    11.500000                     0.001790          0.026480
    11.600000                     0.001798          0.026596
    11.700000                     0.001806          0.026713
    11.800000                     0.001814          0.026831
    11.900000                     0.001822          0.026950
    12.000000                     0.001830          0.027071
    12.100000                     0.001838          0.027192
    12.200000                     0.001847          0.027313
    12.300000                     0.001855          0.027436
    12.400000                     0.001863          0.027560
    12.500000                     0.001872          0.027685
    12.600000                     0.001880          0.027811
    12.700000                     0.001889          0.027938
    12.800000                     0.001897          0.028066
    12.900000                     0.001906          0.028195
    13.000000                     0.001915          0.028325
    13.100000                     0.001924          0.028456
    13.200000                     0.001933          0.028588
    13.300000                     0.001942          0.028722
    13.400000                     0.001951          0.028856
    13.500000                     0.001960          0.028992
    13.600000                     0.001969          0.029128
    13.700000                     0.001979          0.029266
    13.800000                     0.001988          0.029405
    13.900000                     0.001997          0.029545
    14.000000                     0.002007          0.029686
    14.100000                     0.002017          0.029829
    14.200000                     0.002026          0.029973
    14.300000                     0.002036          0.030117
    14.400000                     0.002046          0.030264
    14.500000                     0.002056          0.030411
    14.600000                     0.002066          0.030560
    14.700000                     0.002076          0.030710
    14.800000                     0.002086          0.030861
    14.900000                     0.002097          0.031014
    15.000000                     0.002107          0.031168
    15.100000                     0.002118          0.031323
    15.200000                     0.002128          0.031479
    15.300000                     0.002139          0.031638
    15.400000                     0.002150          0.031797
    15.500000                     0.002161          0.031958
    15.600000                     0.002172          0.032120
    15.700000                     0.002183          0.032284
    15.800000                     0.002194          0.032449
    15.900000                     0.002205          0.032616
    16.000000                     0.002216          0.032784
    16.100000                     0.002228          0.032954
    16.200000                     0.002239          0.033125
    16.300000                     0.002251          0.033298
    16.400000                     0.002263          0.033472
    16.500000                     0.002275          0.033648
    16.600000                     0.002287          0.033826
    16.700000                     0.002299          0.034005
    16.800000                     0.002311          0.034186
    16.900000                     0.002324          0.034369
    17.000000                     0.002336          0.034553
    17.100000                     0.002349          0.034739
    17.200000                     0.002361          0.034927
    17.300000                     0.002374          0.035117
    17.400000                     0.002387          0.035308
    17.500000                     0.002400          0.035501
    17.600000                     0.002413          0.035696
    17.700000                     0.002427          0.035893
    17.800000                     0.002440          0.036092
    17.900000                     0.002454          0.036293
    18.000000                     0.002467          0.036496
    18.100000                     0.002481          0.036701
    18.200000                     0.002495          0.036907
    18.300000                     0.002509          0.037116
    18.400000                     0.002524          0.037327
    18.500000                     0.002538          0.037540
    18.600000                     0.002552          0.037755
    18.700000                     0.002567          0.037972
    18.800000                     0.002582          0.038191
    18.900000                     0.002597          0.038412
    19.000000                     0.002612          0.038636
    19.100000                     0.002627          0.038862
    19.200000                     0.002643          0.039090
    19.300000                     0.002658          0.039321
    19.400000                     0.002674          0.039554
    19.500000                     0.002690          0.039789
    19.600000                     0.002706          0.040027
    19.700000                     0.002722          0.040267
    19.800000                     0.002739          0.040510
    19.900000                     0.002755          0.040755
    20.000000                     0.002772          0.041002
    20.100000                     0.002789          0.041253
    20.200000                     0.002806          0.041506
    20.300000                     0.002823          0.041761
    20.400000                     0.002841          0.042020
    20.500000                     0.002858          0.042281
    20.600000                     0.002876          0.042544
    20.700000                     0.002894          0.042811
    20.800000                     0.002912          0.043080
    20.900000                     0.002931          0.043353
    21.000000                     0.002950          0.043628
    21.100000                     0.002968          0.043906
    21.200000                     0.002987          0.044188
    21.300000                     0.003007          0.044472
    21.400000                     0.003026          0.044759
    21.500000                     0.003046          0.045050
    21.600000                     0.003066          0.045344
    21.700000                     0.003086          0.045641
    21.800000                     0.003106          0.045941
    21.900000                     0.003126          0.046245
    22.000000                     0.003147          0.046552
    22.100000                     0.003168          0.046863
    22.200000                     0.003189          0.047177
    22.300000                     0.003211          0.047495
    22.400000                     0.003233          0.047816
    22.500000                     0.003255          0.048141
    22.600000                     0.003277          0.048469
    22.700000                     0.003299          0.048802
    22.800000                     0.003322          0.049138
    22.900000                     0.003345          0.049478
    23.000000                     0.003368          0.049822
    23.100000                     0.003392          0.050170
    23.200000                     0.003416          0.050522
    23.300000                     0.003440          0.050878
    23.400000                     0.003464          0.051238
    23.500000                     0.003489          0.051603
    23.600000                     0.003514          0.051972
    23.700000                     0.003539          0.052345
    23.800000                     0.003564          0.052723
    23.900000                     0.003590          0.053105
    24.000000                     0.003616          0.053492
    24.100000                     0.003643          0.053883
    24.200000                     0.003670          0.054279
    24.300000                     0.003697          0.054680
    24.400000                     0.003724          0.055086
    24.500000                     0.003752          0.055497
    24.600000                     0.003780          0.055913
    24.700000                     0.003808          0.056333
    24.800000                     0.003837          0.056759
    24.900000                     0.003866          0.057191
    25.000000                     0.003896          0.057627
    25.100000                     0.003926          0.058069
    25.200000                     0.003956          0.058517
    25.300000                     0.003987          0.058970
    25.400000                     0.004018          0.059429
    25.500000                     0.004049          0.059893
    25.600000                     0.004081          0.060364
    25.700000                     0.004113          0.060840
    25.800000                     0.004146          0.061323
    25.900000                     0.004179          0.061811
    26.000000                     0.004212          0.062306
    26.100000                     0.004246          0.062807
    26.200000                     0.004280          0.063315
    26.300000                     0.004315          0.063829
    26.400000                     0.004350          0.064349
    26.500000                     0.004386          0.064877
    26.600000                     0.004422          0.065411
    26.700000                     0.004459          0.065952
    26.800000                     0.004496          0.066501
    26.900000                     0.004533          0.067056
    27.000000                     0.004571          0.067619
    27.100000                     0.004610          0.068189
    27.200000                     0.004649          0.068767
    27.300000                     0.004689          0.069352
    27.400000                     0.004729          0.069945
    27.500000                     0.004769          0.070546
    27.600000                     0.004810          0.071155
    27.700000                     0.004852          0.071772
    27.800000                     0.004894          0.072397
    27.900000                     0.004937          0.073031
    28.000000                     0.004981          0.073673
    28.100000                     0.005025          0.074324
    28.200000                     0.005069          0.074983
    28.300000                     0.005115          0.075652
    28.400000                     0.005160          0.076329
    28.500000                     0.005207          0.077016
    28.600000                     0.005254          0.077712
    28.700000                     0.005301          0.078417
    28.800000                     0.005350          0.079132
    28.900000                     0.005399          0.079857
    29.000000                     0.005448          0.080592
    29.100000                     0.005499          0.081337
    29.200000                     0.005550          0.082091
    29.300000                     0.005602          0.082857
    29.400000                     0.005654          0.083632
    29.500000                     0.005707          0.084419
    29.600000                     0.005761          0.085216
    29.700000                     0.005816          0.086024
    29.800000                     0.005871          0.086843
    29.900000                     0.005927          0.087674
    30.000000                     0.005984          0.088516
    30.100000                     0.006042          0.089369
    30.200000                     0.006100          0.090234
    30.300000                     0.006160          0.091111
    30.400000                     0.006220          0.092001
    30.500000                     0.006281          0.092902
    30.600000                     0.006342          0.093816
    30.700000                     0.006405          0.094742
    30.800000                     0.006469          0.095681
    30.900000                     0.006533          0.096633
    31.000000                     0.006598          0.097598
    31.100000                     0.006664          0.098576
    31.200000                     0.006731          0.099567
    31.300000                     0.006799          0.100572
    31.400000                     0.006868          0.101591
    31.500000                     0.006938          0.102623
    31.600000                     0.007009          0.103669
    31.700000                     0.007080          0.104730
    31.800000                     0.007153          0.105804
    31.900000                     0.007227          0.106893
    32.000000                     0.007301          0.107997
    32.100000                     0.007377          0.109115
    32.200000                     0.007453          0.110248
    32.300000                     0.007531          0.111395
    32.400000                     0.007610          0.112558
    32.500000                     0.007689          0.113736
    32.600000                     0.007770          0.114930
    32.700000                     0.007852          0.116138
    32.800000                     0.007934          0.117362
    32.900000                     0.008018          0.118602
    33.000000                     0.008103          0.119857
    33.100000                     0.008189          0.121128
    33.200000                     0.008276          0.122415
    33.300000                     0.008364          0.123717
    33.400000                     0.008453          0.125035
    33.500000                     0.008543          0.126369
    33.600000                     0.008635          0.127719
    33.700000                     0.008727          0.129085
    33.800000                     0.008820          0.130467
    33.900000                     0.008915          0.131865
    34.000000                     0.009010          0.133278
    34.100000                     0.009107          0.134707
    34.200000                     0.009205          0.136152
    34.300000                     0.009303          0.137613
    34.400000                     0.009403          0.139089
    34.500000                     0.009504          0.140580
    34.600000                     0.009606          0.142086
    34.700000                     0.009709          0.143607
    34.800000                     0.009813          0.145144
    34.900000                     0.009917          0.146694
    35.000000                     0.010023          0.148259
    35.100000                     0.010130          0.149838
    35.200000                     0.010238          0.151431
    35.300000                     0.010346          0.153037
    35.400000                     0.010456          0.154656
    35.500000                     0.010566          0.156288
    35.600000                     0.010677          0.157931
    35.700000                     0.010789          0.159587
    35.800000                     0.010902          0.161253
    35.900000                     0.011015          0.162930
    36.000000                     0.011129          0.164618
    36.100000                     0.011244          0.166314
    36.200000                     0.011359          0.168020
    36.300000                     0.011475          0.169733
    36.400000                     0.011591          0.171454
    36.500000                     0.011708          0.173181
    36.600000                     0.011825          0.174915
    36.700000                     0.011943          0.176652
    36.800000                     0.012060          0.178394
    36.900000                     0.012178          0.180139
    37.000000                     0.012297          0.181886
    37.100000                     0.012415          0.183633
    37.200000                     0.012533          0.185381
    37.300000                     0.012651          0.187127
    37.400000                     0.012769          0.188870
    37.500000                     0.012886          0.190610
    37.600000                     0.013004          0.192345
    37.700000                     0.013120          0.194073
    37.800000                     0.013237          0.195794
    37.900000                     0.013353          0.197505
    38.000000                     0.013468          0.199206
    38.100000                     0.013582          0.200895
    38.200000                     0.013695          0.202570
    38.300000                     0.013807          0.204230
    38.400000                     0.013918          0.205874
    38.500000                     0.014028          0.207499
    38.600000                     0.014137          0.209104
    38.700000                     0.014244          0.210687
    38.800000                     0.014349          0.212247
    38.900000                     0.014453          0.213782
    39.000000                     0.014555          0.215290
    39.100000                     0.014655          0.216769
    39.200000                     0.014753          0.218218
    39.300000                     0.014849          0.219636
    39.400000                     0.014942          0.221019
    39.500000                     0.015033          0.222367
    39.600000                     0.015122          0.223678
    39.700000                     0.015208          0.224950
    39.800000                     0.015291          0.226182
    39.900000                     0.015372          0.227371
    40.000000                     0.015449          0.228517
    40.100000                     0.015523          0.229617
    40.200000                     0.015595          0.230671
    40.300000                     0.015663          0.231677
    40.400000                     0.015727          0.232633
    40.500000                     0.015789          0.233537
    40.600000                     0.015846          0.234390
    40.700000                     0.015900          0.235189
    40.800000                     0.015951          0.235934
    40.900000                     0.015997          0.236624
    41.000000                     0.016040          0.237256
    41.100000                     0.016079          0.237832
    41.200000                     0.016114          0.238349
    41.300000                     0.016145          0.238808
    41.400000                     0.016172          0.239207
    41.500000                     0.016195          0.239547
    41.600000                     0.016214          0.239826
    41.700000                     0.016228          0.240045
    41.800000                     0.016239          0.240204
    41.900000                     0.016246          0.240302
    42.000000                     0.016248          0.240340
    42.100000                     0.016247          0.240318
    42.200000                     0.016241          0.240235
    42.300000                     0.016232          0.240094
    42.400000                     0.016218          0.239893
    42.500000                     0.016201          0.239634
    42.600000                     0.016179          0.239317
    42.700000                     0.016154          0.238943
    42.800000                     0.016125          0.238513
    42.900000                     0.016092          0.238029
    43.000000                     0.016056          0.237490
    43.100000                     0.016016          0.236899
    43.200000                     0.015972          0.236256
    43.300000                     0.015925          0.235564
    43.400000                     0.015875          0.234822
    43.500000                     0.015822          0.234033
    43.600000                     0.015766          0.233198
    43.700000                     0.015706          0.232319
    43.800000                     0.015644          0.231398
    43.900000                     0.015579          0.230435
    44.000000                     0.015511          0.229433
    44.100000                     0.015441          0.228393
    44.200000                     0.015368          0.227317
    44.300000                     0.015293          0.226207
    44.400000                     0.015216          0.225064
    44.500000                     0.015136          0.223891
    44.600000                     0.015055          0.222689
    44.700000                     0.014972          0.221460
    44.800000                     0.014887          0.220205
    44.900000                     0.014801          0.218926
    45.000000                     0.014713          0.217626
    45.100000                     0.014623          0.216305
    45.200000                     0.014533          0.214966
    45.300000                     0.014441          0.213610
    45.400000                     0.014349          0.212238
    45.500000                     0.014255          0.210854
    45.600000                     0.014160          0.209457
    45.700000                     0.014065          0.208049
    45.800000                     0.013970          0.206633
    45.900000                     0.013873          0.205209
    46.000000                     0.013777          0.203779
    46.100000                     0.013680          0.202344
    46.200000                     0.013582          0.200906
    46.300000                     0.013485          0.199466
    46.400000                     0.013388          0.198025
    46.500000                     0.013290          0.196585
    46.600000                     0.013193          0.195146
    46.700000                     0.013096          0.193710
    46.800000                     0.012999          0.192278
    46.900000                     0.012903          0.190850
    47.000000                     0.012806          0.189429
    47.100000                     0.012711          0.188014
    47.200000                     0.012616          0.186606
    47.300000                     0.012521          0.185207
    47.400000                     0.012427          0.183818
    47.500000                     0.012334          0.182439
    47.600000                     0.012241          0.181070
    47.700000                     0.012150          0.179713
    47.800000                     0.012059          0.178368
    47.900000                     0.011969          0.177036
    48.000000                     0.011879          0.175717
    48.100000                     0.011791          0.174412
    48.200000                     0.011704          0.173121
    48.300000                     0.011618          0.171845
    48.400000                     0.011533          0.170585
    48.500000                     0.011448          0.169340
    48.600000                     0.011365          0.168111
    48.700000                     0.011283          0.166899
    48.800000                     0.011203          0.165703
    48.900000                     0.011123          0.164525
    49.000000                     0.011044          0.163364
    49.100000                     0.010967          0.162220
    49.200000                     0.010891          0.161094
    49.300000                     0.010816          0.159986
    49.400000                     0.010742          0.158897
    49.500000                     0.010670          0.157825
    49.600000                     0.010599          0.156772
    49.700000                     0.010529          0.155738
    49.800000                     0.010460          0.154722
    49.900000                     0.010393          0.153725
    50.000000                     0.010327          0.152747
    50.100000                     0.010262          0.151788
    50.200000                     0.010198          0.150848
    50.300000                     0.010136          0.149927
    50.400000                     0.010075          0.149025
    50.500000                     0.010015          0.148142
    50.600000                     0.009957          0.147278
    50.700000                     0.009900          0.146433
    50.800000                     0.009844          0.145608
    50.900000                     0.009789          0.144801
    51.000000                     0.009736          0.144013
    51.100000                     0.009684          0.143244
    51.200000                     0.009633          0.142495
    51.300000                     0.009584          0.141764
    51.400000                     0.009536          0.141051
    51.500000                     0.009489          0.140358
    51.600000                     0.009443          0.139683
    51.700000                     0.009399          0.139027
    51.800000                     0.009356          0.138390
    51.900000                     0.009314          0.137771
    52.000000                     0.009274          0.137171
    52.100000                     0.009234          0.136588
    52.200000                     0.009196          0.136025
    52.300000                     0.009159          0.135479
    52.400000                     0.009124          0.134951
    52.500000                     0.009089          0.134442
    52.600000                     0.009056          0.133950
    52.700000                     0.009024          0.133477
    52.800000                     0.008993          0.133021
    52.900000                     0.008963          0.132583
    53.000000                     0.008935          0.132162
    53.100000                     0.008908          0.131759
    53.200000                     0.008882          0.131373
    53.300000                     0.008857          0.131005
    53.400000                     0.008833          0.130654
    53.500000                     0.008810          0.130320
    53.600000                     0.008789          0.130004
    53.700000                     0.008769          0.129704
    53.800000                     0.008750          0.129421
    53.900000                     0.008732          0.129155
    54.000000                     0.008715          0.128906
    54.100000                     0.008699          0.128674
    54.200000                     0.008685          0.128458
    54.300000                     0.008671          0.128259
    54.400000                     0.008659          0.128076
    54.500000                     0.008647          0.127910
    54.600000                     0.008637          0.127759
    54.700000                     0.008628          0.127626
    54.800000                     0.008620          0.127508
    54.900000                     0.008613          0.127406
    55.000000                     0.008608          0.127321
    55.100000                     0.008603          0.127251
    55.200000                     0.008599          0.127197
    55.300000                     0.008597          0.127159
    55.400000                     0.008595          0.127136
    55.500000                     0.008595          0.127130
    55.600000                     0.008595          0.127138
    55.700000                     0.008597          0.127162
    55.800000                     0.008600          0.127202
    55.900000                     0.008603          0.127257
    56.000000                     0.008608          0.127327
    56.100000                     0.008614          0.127412
    56.200000                     0.008621          0.127512
    56.300000                     0.008628          0.127628
    56.400000                     0.008637          0.127758
    56.500000                     0.008647          0.127903
    56.600000                     0.008658          0.128062
    56.700000                     0.008670          0.128236
    56.800000                     0.008682          0.128425
    56.900000                     0.008696          0.128628
    57.000000                     0.008711          0.128845
    57.100000                     0.008726          0.129076
    57.200000                     0.008743          0.129321
    57.300000                     0.008760          0.129581
    57.400000                     0.008779          0.129854
    57.500000                     0.008798          0.130140
    57.600000                     0.008819          0.130440
    57.700000                     0.008840          0.130753
    57.800000                     0.008862          0.131080
    57.900000                     0.008885          0.131419
    58.000000                     0.008908          0.131771
    58.100000                     0.008933          0.132135
    58.200000                     0.008959          0.132512
    58.300000                     0.008985          0.132902
    58.400000                     0.009012          0.133303
    58.500000                     0.009040          0.133715
    58.600000                     0.009069          0.134139
    58.700000                     0.009098          0.134575
    58.800000                     0.009128          0.135021
    58.900000                     0.009159          0.135478
    59.000000                     0.009191          0.135945
    59.100000                     0.009223          0.136422
    59.200000                     0.009256          0.136909
    59.300000                     0.009289          0.137405
    59.400000                     0.009324          0.137910
    59.500000                     0.009358          0.138424
    59.600000                     0.009394          0.138946
    59.700000                     0.009429          0.139475
    59.800000                     0.009466          0.140012
    59.900000                     0.009502          0.140556
    60.000000                     0.009540          0.141107
    60.100000                     0.009577          0.141663
    60.200000                     0.009615          0.142225
    60.300000                     0.009654          0.142792
    60.400000                     0.009692          0.143363
    60.500000                     0.009731          0.143938
    60.600000                     0.009770          0.144516
    60.700000                     0.009809          0.145097
    60.800000                     0.009849          0.145680
    60.900000                     0.009888          0.146265
    61.000000                     0.009928          0.146851
    61.100000                     0.009968          0.147437
    61.200000                     0.010007          0.148022
    61.300000                     0.010047          0.148606
    61.400000                     0.010086          0.149189
    61.500000                     0.010125          0.149769
    61.600000                     0.010164          0.150346
    61.700000                     0.010203          0.150919
    61.800000                     0.010241          0.151487
    61.900000                     0.010279          0.152050
    62.000000                     0.010317          0.152607
    62.100000                     0.010354          0.153157
    62.200000                     0.010391          0.153699
    62.300000                     0.010427          0.154233
    62.400000                     0.010463          0.154759
    62.500000                     0.010497          0.155274
    62.600000                     0.010532          0.155779
    62.700000                     0.010565          0.156273
    62.800000                     0.010598          0.156754
    62.900000                     0.010629          0.157223
    63.000000                     0.010660          0.157679
    63.100000                     0.010690          0.158121
    63.200000                     0.010719          0.158549
    63.300000                     0.010747          0.158961
    63.400000                     0.010773          0.159357
    63.500000                     0.010799          0.159738
    63.600000                     0.010824          0.160101
    63.700000                     0.010847          0.160447
    63.800000                     0.010869          0.160775
    63.900000                     0.010890          0.161085
    64.000000                     0.010910          0.161376
    64.100000                     0.010928          0.161648
    64.200000                     0.010945          0.161901
    64.300000                     0.010961          0.162134
    64.400000                     0.010976          0.162347
    64.500000                     0.010989          0.162540
    64.600000                     0.011000          0.162713
    64.700000                     0.011011          0.162866
    64.800000                     0.011020          0.162998
    64.900000                     0.011027          0.163110
    65.000000                     0.011033          0.163202
    65.100000                     0.011038          0.163273
    65.200000                     0.011042          0.163324
    65.300000                     0.011044          0.163356
    65.400000                     0.011045          0.163367
    65.500000                     0.011044          0.163359
    65.600000                     0.011042          0.163332
    65.700000                     0.011039          0.163285
    65.800000                     0.011035          0.163221
    65.900000                     0.011029          0.163138
    66.000000                     0.011022          0.163038
    66.100000                     0.011014          0.162920
    66.200000                     0.011005          0.162786
    66.300000                     0.010995          0.162636
    66.400000                     0.010984          0.162470
    66.500000                     0.010972          0.162289
    66.600000                     0.010959          0.162094
    66.700000                     0.010944          0.161886
    66.800000                     0.010929          0.161664
    66.900000                     0.010914          0.161431
    67.000000                     0.010897          0.161186
    67.100000                     0.010880          0.160930
    67.200000                     0.010862          0.160663
    67.300000                     0.010843          0.160388
    67.400000                     0.010824          0.160104
    67.500000                     0.010804          0.159812
    67.600000                     0.010784          0.159513
    67.700000                     0.010763          0.159208
    67.800000                     0.010742          0.158896
    67.900000                     0.010721          0.158581
    68.000000                     0.010699          0.158260
    68.100000                     0.010677          0.157937
    68.200000                     0.010655          0.157611
    68.300000                     0.010633          0.157283
    68.400000                     0.010611          0.156953
    68.500000                     0.010589          0.156623
    68.600000                     0.010566          0.156293
    68.700000                     0.010544          0.155964
    68.800000                     0.010522          0.155636
    68.900000                     0.010500          0.155310
    69.000000                     0.010478          0.154987
    69.100000                     0.010456          0.154667
    69.200000                     0.010435          0.154351
    69.300000                     0.010414          0.154039
    69.400000                     0.010393          0.153732
    69.500000                     0.010373          0.153431
    69.600000                     0.010353          0.153135
    69.700000                     0.010333          0.152846
    69.800000                     0.010314          0.152563
    69.900000                     0.010296          0.152288
    70.000000                     0.010277          0.152020
    70.100000                     0.010260          0.151761
    70.200000                     0.010243          0.151510
    70.300000                     0.010227          0.151268
    70.400000                     0.010211          0.151035
    70.500000                     0.010196          0.150811
    70.600000                     0.010181          0.150597
    70.700000                     0.010167          0.150393
    70.800000                     0.010154          0.150200
    70.900000                     0.010142          0.150017
    71.000000                     0.010130          0.149845
    71.100000                     0.010119          0.149683
    71.200000                     0.010109          0.149533
    71.300000                     0.010100          0.149395
    71.400000                     0.010091          0.149268
    71.500000                     0.010084          0.149152
    71.600000                     0.010077          0.149048
    71.700000                     0.010070          0.148956
    71.800000                     0.010065          0.148876
    71.900000                     0.010060          0.148809
    72.000000                     0.010057          0.148753
    72.100000                     0.010054          0.148709
    72.200000                     0.010052          0.148678
    72.300000                     0.010050          0.148659
    72.400000                     0.010050          0.148652
    72.500000                     0.010050          0.148657
    72.600000                     0.010051          0.148675
    72.700000                     0.010053          0.148705
    72.800000                     0.010056          0.148747
    72.900000                     0.010060          0.148802
    73.000000                     0.010064          0.148868
    73.100000                     0.010070          0.148947
    73.200000                     0.010076          0.149037
    73.300000                     0.010083          0.149140
    73.400000                     0.010090          0.149254
    73.500000                     0.010099          0.149380
    73.600000                     0.010108          0.149518
    73.700000                     0.010118          0.149667
    73.800000                     0.010129          0.149828
    73.900000                     0.010141          0.150000
    74.000000                     0.010153          0.150183
    74.100000                     0.010166          0.150377
    74.200000                     0.010180          0.150583
    74.300000                     0.010195          0.150799
    74.400000                     0.010210          0.151026
    74.500000                     0.010226          0.151263
    74.600000                     0.010243          0.151511
    74.700000                     0.010260          0.151769
    74.800000                     0.010279          0.152038
    74.900000                     0.010297          0.152316
    75.000000                     0.010317          0.152604
    75.100000                     0.010337          0.152902
    75.200000                     0.010358          0.153210
    75.300000                     0.010379          0.153527
    75.400000                     0.010401          0.153854
    75.500000                     0.010424          0.154190
    75.600000                     0.010447          0.154535
    75.700000                     0.010471          0.154889
    75.800000                     0.010496          0.155253
    75.900000                     0.010521          0.155625
    76.000000                     0.010547          0.156005
    76.100000                     0.010573          0.156395
    76.200000                     0.010600          0.156793
    76.300000                     0.010628          0.157200
    76.400000                     0.010656          0.157615
    76.500000                     0.010684          0.158038
    76.600000                     0.010714          0.158470
    76.700000                     0.010743          0.158911
    76.800000                     0.010774          0.159359
    76.900000                     0.010805          0.159817
    77.000000                     0.010836          0.160282
    77.100000                     0.010868          0.160755
    77.200000                     0.010901          0.161237
    77.300000                     0.010934          0.161728
    77.400000                     0.010967          0.162226
    77.500000                     0.011002          0.162734
    77.600000                     0.011037          0.163249
    77.700000                     0.011072          0.163773
    77.800000                     0.011108          0.164306
    77.900000                     0.011145          0.164847
    78.000000                     0.011182          0.165397
    78.100000                     0.011220          0.165956
    78.200000                     0.011258          0.166523
    78.300000                     0.011297          0.167100
    78.400000                     0.011337          0.167686
    78.500000                     0.011377          0.168280
    78.600000                     0.011418          0.168884
    78.700000                     0.011459          0.169498
    78.800000                     0.011501          0.170121
    78.900000                     0.011544          0.170753
    79.000000                     0.011587          0.171395
    79.100000                     0.011631          0.172047
    79.200000                     0.011676          0.172709
    79.300000                     0.011722          0.173381
    79.400000                     0.011768          0.174063
    79.500000                     0.011814          0.174755
    79.600000                     0.011862          0.175458
    79.700000                     0.011910          0.176171
    79.800000                     0.011959          0.176894
    79.900000                     0.012009          0.177628
    80.000000                     0.012059          0.178373
    80.100000                     0.012110          0.179129
    80.200000                     0.012162          0.179896
    80.300000                     0.012215          0.180673
    80.400000                     0.012268          0.181462
    80.500000                     0.012322          0.182262
    80.600000                     0.012377          0.183073
    80.700000                     0.012432          0.183895
    80.800000                     0.012489          0.184728
    80.900000                     0.012546          0.185573
    81.000000                     0.012604          0.186428
    81.100000                     0.012662          0.187296
    81.200000                     0.012722          0.188174
    81.300000                     0.012782          0.189064
    81.400000                     0.012843          0.189964
    81.500000                     0.012904          0.190876
    81.600000                     0.012967          0.191800
    81.700000                     0.013030          0.192734
    81.800000                     0.013094          0.193679
    81.900000                     0.013158          0.194635
    82.000000                     0.013224          0.195603
    82.100000                     0.013290          0.196580
    82.200000                     0.013357          0.197569
    82.300000                     0.013424          0.198567
    82.400000                     0.013493          0.199577
    82.500000                     0.013561          0.200596
    82.600000                     0.013631          0.201625
    82.700000                     0.013701          0.202664
    82.800000                     0.013772          0.203712
    82.900000                     0.013844          0.204770
    83.000000                     0.013916          0.205836
    83.100000                     0.013988          0.206911
    83.200000                     0.014062          0.207995
    83.300000                     0.014136          0.209087
    83.400000                     0.014210          0.210186
    83.500000                     0.014285          0.211293
    83.600000                     0.014360          0.212408
    83.700000                     0.014436          0.213528
    83.800000                     0.014512          0.214655
    83.900000                     0.014589          0.215788
    84.000000                     0.014666          0.216927
    84.100000                     0.014743          0.218070
    84.200000                     0.014820          0.219218
    84.300000                     0.014898          0.220369
