v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
    40.700000                     104.398010          0.014263
    40.800000                     104.740253          0.014310
    40.900000                     105.084855          0.014357
    41.000000                     105.431842          0.014404
    41.100000                     105.781241          0.014452
    41.200000                     106.133078          0.014500
    41.300000                     106.487381          0.014549
    41.400000                     106.844176          0.014597
    41.500000                     107.203492          0.014646
    41.600000                     107.565357          0.014696
    41.700000                     107.929800          0.014746
    41.800000                     108.296849          0.014796
    41.900000                     108.666536          0.014846
    42.000000                     109.038889          0.014897
    42.100000                     109.413939          0.014948
    42.200000                     109.791716          0.015000
    42.300000                     110.172254          0.015052
    42.400000                     110.555582          0.015104
    42.500000                     110.941733          0.015157
    42.600000                     111.330741          0.015210
    42.700000                     111.722637          0.015264
    42.800000                     112.117457          0.015318
    42.900000                     112.515234          0.015372
    43.000000                     112.916004          0.015427
    43.100000                     113.319800          0.015482
    43.200000                     113.726659          0.015538
    43.300000                     114.136618          0.015594
    43.400000                     114.549712          0.015650
    43.500000                     114.965980          0.015707
    43.600000                     115.385460          0.015764
    43.700000                     115.808189          0.015822
    43.800000                     116.234207          0.015880
    43.900000                     116.663554          0.015939
    44.000000                     117.096270          0.015998
    44.100000                     117.532395          0.016058
    44.200000                     117.971971          0.016118
    44.300000                     118.415040          0.016178
    44.400000                     118.861644          0.016239
    44.500000                     119.311827          0.016301
    44.600000                     119.765634          0.016363
    44.700000                     120.223107          0.016425
    44.800000                     120.684293          0.016488
    44.900000                     121.149237          0.016552
    45.000000                     121.617986          0.016616
    45.100000                     122.090588          0.016680
    45.200000                     122.567089          0.016746
    45.300000                     123.047539          0.016811
    45.400000                     123.531986          0.016877
    45.500000                     124.020482          0.016944
    45.600000                     124.513076          0.017011
    45.700000                     125.009820          0.017079
    45.800000                     125.510766          0.017148
    45.900000                     126.015967          0.017217
    46.000000                     126.525477          0.017286
    46.100000                     127.039349          0.017357
    46.200000                     127.557640          0.017427
    46.300000                     128.080406          0.017499
    46.400000                     128.607702          0.017571
    46.500000                     129.139586          0.017643
    46.600000                     129.676117          0.017717
    46.700000                     130.217353          0.017791
    46.800000                     130.763355          0.017865
    46.900000                     131.314183          0.017941
    47.000000                     131.869898          0.018016
    47.100000                     132.430563          0.018093
    47.200000                     132.996241          0.018170
    47.300000                     133.566995          0.018248
    47.400000                     134.142890          0.018327
    47.500000                     134.723992          0.018406
    47.600000                     135.310366          0.018487
    47.700000                     135.902081          0.018567
    47.800000                     136.499202          0.018649
    47.900000                     137.101800          0.018731
    48.000000                     137.709944          0.018814
    48.100000                     138.323703          0.018898
    48.200000                     138.943149          0.018983
    48.300000                     139.568353          0.019068
    48.400000                     140.199388          0.019154
    48.500000                     140.836327          0.019242
    48.600000                     141.479245          0.019329
    48.700000                     142.128214          0.019418
    48.800000                     142.783312          0.019508
    48.900000                     143.444614          0.019598
    49.000000                     144.112196          0.019689
    49.100000                     144.786136          0.019781
    49.200000                     145.466512          0.019874
    49.300000                     146.153402          0.019968
    49.400000                     146.846885          0.020063
    49.500000                     147.547042          0.020158
    49.600000                     148.253951          0.020255
    49.700000                     148.967694          0.020352
    49.800000                     149.688351          0.020451
    49.900000                     150.416003          0.020550
    50.000000                     151.150733          0.020651
    50.100000                     151.892621          0.020752
    50.200000                     152.641750          0.020854
    50.300000                     153.398202          0.020958
    50.400000                     154.162060          0.021062
    50.500000                     154.933404          0.021168
    50.600000                     155.712319          0.021274
    50.700000                     156.498885          0.021381
    50.800000                     157.293184          0.021490
    50.900000                     158.095298          0.021599
    51.000000                     158.905309          0.021710
    51.100000                     159.723296          0.021822
    51.200000                     160.549340          0.021935
    51.300000                     161.383520          0.022049
    51.400000                     162.225914          0.022164
    51.500000                     163.076601          0.022280
    51.600000                     163.935656          0.022397
    51.700000                     164.803156          0.022516
    51.800000                     165.679174          0.022636
    51.900000                     166.563782          0.022756
    52.000000                     167.457052          0.022879
    52.100000                     168.359052          0.023002
    52.200000                     169.269851          0.023126
    52.300000                     170.189512          0.023252
    52.400000                     171.118099          0.023379
    52.500000                     172.055673          0.023507
    52.600000                     173.002289          0.023636
    52.700000                     173.958005          0.023767
    52.800000                     174.922870          0.023899
    52.900000                     175.896934          0.024032
    53.000000                     176.880240          0.024166
    53.100000                     177.872832          0.024302
    53.200000                     178.874744          0.024438
    53.300000                     179.886011          0.024577
    53.400000                     180.906660          0.024716
    53.500000                     181.936716          0.024857
    53.600000                     182.976196          0.024999
    53.700000                     184.025116          0.025142
    53.800000                     185.083482          0.025287
    53.900000                     186.151296          0.025433
    54.000000                     187.228556          0.025580
    54.100000                     188.315251          0.025728
    54.200000                     189.411364          0.025878
    54.300000                     190.516872          0.026029
    54.400000                     191.631744          0.026181
    54.500000                     192.755943          0.026335
    54.600000                     193.889424          0.026490
    54.700000                     195.032132          0.026646
    54.800000                     196.184007          0.026803
    54.900000                     197.344979          0.026962
    55.000000                     198.514969          0.027122
    55.100000                     199.693892          0.027283
    55.200000                     200.881651          0.027445
    55.300000                     202.078141          0.027609
    55.400000                     203.283249          0.027773
    55.500000                     204.496850          0.027939
    55.600000                     205.718814          0.028106
    55.700000                     206.948996          0.028274
    55.800000                     208.187246          0.028443
    55.900000                     209.433402          0.028613
    56.000000                     210.687293          0.028785
    56.100000                     211.948740          0.028957
    56.200000                     213.217553          0.029130
    56.300000                     214.493534          0.029305
    56.400000                     215.776475          0.029480
    56.500000                     217.066160          0.029656
    56.600000                     218.362366          0.029833
    56.700000                     219.664860          0.030011
    56.800000                     220.973402          0.030190
    56.900000                     222.287746          0.030370
    57.000000                     223.607638          0.030550
    57.100000                     224.932820          0.030731
    57.200000                     226.263027          0.030913
    57.300000                     227.597990          0.031095
    57.400000                     228.937438          0.031278
    57.500000                     230.281096          0.031462
    57.600000                     231.628685          0.031646
    57.700000                     232.979929          0.031830
    57.800000                     234.334550          0.032016
    57.900000                     235.692270          0.032201
    58.000000                     237.052817          0.032387
    58.100000                     238.415919          0.032573
    58.200000                     239.781311          0.032760
    58.300000                     241.148734          0.032947
    58.400000                     242.517935          0.033134
    58.500000                     243.888671          0.033321
    58.600000                     245.260709          0.033508
    58.700000                     246.633827          0.033696
    58.800000                     248.007817          0.033884
    58.900000                     249.382485          0.034071
    59.000000                     250.757652          0.034259
    59.100000                     252.133157          0.034447
    59.200000                     253.508856          0.034635
    59.300000                     254.884628          0.034823
    59.400000                     256.260370          0.035011
    59.500000                     257.636003          0.035199
    59.600000                     259.011470          0.035387
    59.700000                     260.386741          0.035575
    59.800000                     261.761809          0.035763
    59.900000                     263.136695          0.035951
    60.000000                     264.511448          0.036138
    60.100000                     265.886145          0.036326
    60.200000                     267.260891          0.036514
    60.300000                     268.635821          0.036702
    60.400000                     270.011100          0.036890
    60.500000                     271.386924          0.037078
    60.600000                     272.763519          0.037266
    60.700000                     274.141140          0.037454
    60.800000                     275.520076          0.037642
    60.900000                     276.900644          0.037831
    61.000000                     278.283192          0.038020
    61.100000                     279.668097          0.038209
    61.200000                     281.055768          0.038399
    61.300000                     282.446640          0.038589
    61.400000                     283.841178          0.038779
    61.500000                     285.239873          0.038970
    61.600000                     286.643245          0.039162
    61.700000                     288.051837          0.039355
    61.800000                     289.466219          0.039548
    61.900000                     290.886982          0.039742
    62.000000                     292.314741          0.039937
    62.100000                     293.750133          0.040133
    62.200000                     295.193813          0.040330
    62.300000                     296.646456          0.040529
    62.400000                     298.108754          0.040729
    62.500000                     299.581415          0.040930
    62.600000                     301.065162          0.041132
    62.700000                     302.560732          0.041337
    62.800000                     304.068873          0.041543
    62.900000                     305.590343          0.041751
    63.000000                     307.125912          0.041961
    63.100000                     308.676356          0.042172
    63.200000                     310.242460          0.042386
    63.300000                     311.825011          0.042603
    63.400000                     313.424805          0.042821
    63.500000                     315.042638          0.043042
    63.600000                     316.679311          0.043266
    63.700000                     318.335623          0.043492
    63.800000                     320.012376          0.043721
    63.900000                     321.710370          0.043953
    64.000000                     323.430405          0.044188
    64.100000                     325.173275          0.044426
    64.200000                     326.939775          0.044668
    64.300000                     328.730693          0.044912
    64.400000                     330.546813          0.045160
    64.500000                     332.388915          0.045412
    64.600000                     334.257771          0.045667
    64.700000                     336.154148          0.045926
    64.800000                     338.078805          0.046189
    64.900000                     340.032494          0.046456
    65.000000                     342.015959          0.046727
    65.100000                     344.029936          0.047002
    65.200000                     346.075150          0.047282
    65.300000                     348.152320          0.047566
    65.400000                     350.262153          0.047854
    65.500000                     352.405347          0.048147
    65.600000                     354.582591          0.048444
    65.700000                     356.794562          0.048746
    65.800000                     359.041925          0.049053
    65.900000                     361.325338          0.049365
    66.000000                     363.645443          0.049682
    66.100000                     366.002874          0.050004
    66.200000                     368.398249          0.050332
    66.300000                     370.832178          0.050664
    66.400000                     373.305255          0.051002
    66.500000                     375.818063          0.051345
    66.600000                     378.371168          0.051694
    66.700000                     380.965126          0.052049
    66.800000                     383.600477          0.052409
    66.900000                     386.277745          0.052775
    67.000000                     388.997440          0.053146
    67.100000                     391.760054          0.053524
    67.200000                     394.566064          0.053907
    67.300000                     397.415930          0.054296
    67.400000                     400.310091          0.054692
    67.500000                     403.248971          0.055093
    67.600000                     406.232970          0.055501
    67.700000                     409.262471          0.055915
    67.800000                     412.337834          0.056335
    67.900000                     415.459395          0.056761
    68.000000                     418.627467          0.057194
    68.100000                     421.842341          0.057633
    68.200000                     425.104278          0.058079
    68.300000                     428.413513          0.058531
    68.400000                     431.770253          0.058990
    68.500000                     435.174676          0.059455
    68.600000                     438.626924          0.059927
    68.700000                     442.127112          0.060405
    68.800000                     445.675315          0.060890
    68.900000                     449.271575          0.061381
    69.000000                     452.915895          0.061879
    69.100000                     456.608237          0.062383
    69.200000                     460.348522          0.062894
    69.300000                     464.136627          0.063412
    69.400000                     467.972385          0.063936
    69.500000                     471.855578          0.064466
    69.600000                     475.785942          0.065003
    69.700000                     479.763157          0.065547
    69.800000                     483.786851          0.066097
    69.900000                     487.856596          0.066653
    70.000000                     491.971904          0.067215
    70.100000                     496.132228          0.067783
    70.200000                     500.336955          0.068358
    70.300000                     504.585408          0.068938
    70.400000                     508.876843          0.069524
    70.500000                     513.210445          0.070116
    70.600000                     517.585326          0.070714
    70.700000                     522.000524          0.071317
    70.800000                     526.455000          0.071926
    70.900000                     530.947638          0.072540
    71.000000                     535.477237          0.073159
    71.100000                     540.042518          0.073782
    71.200000                     544.642112          0.074411
    71.300000                     549.274568          0.075044
    71.400000                     553.938344          0.075681
    71.500000                     558.631810          0.076322
    71.600000                     563.353242          0.076967
    71.700000                     568.100828          0.077616
    71.800000                     572.872661          0.078268
    71.900000                     577.666739          0.078923
    72.000000                     582.480967          0.079580
    72.100000                     587.313156          0.080241
    72.200000                     592.161021          0.080903
    72.300000                     597.022185          0.081567
    72.400000                     601.894175          0.082233
    72.500000                     606.774426          0.082899
    72.600000                     611.660282          0.083567
    72.700000                     616.548998          0.084235
    72.800000                     621.437739          0.084903
    72.900000                     626.323585          0.085570
    73.000000                     631.203535          0.086237
    73.100000                     636.074504          0.086903
    73.200000                     640.933334          0.087566
    73.300000                     645.776792          0.088228
    73.400000                     650.601576          0.088887
    73.500000                     655.404321          0.089543
    73.600000                     660.181602          0.090196
    73.700000                     664.929938          0.090845
    73.800000                     669.645800          0.091489
    73.900000                     674.325617          0.092129
    74.000000                     678.965780          0.092763
    74.100000                     683.562647          0.093391
    74.200000                     688.112555          0.094012
    74.300000                     692.611822          0.094627
    74.400000                     697.056755          0.095234
    74.500000                     701.443659          0.095834
    74.600000                     705.768842          0.096424
    74.700000                     710.028622          0.097006
    74.800000                     714.219336          0.097579
    74.900000                     718.337349          0.098142
    75.000000                     722.379057          0.098694
    75.100000                     726.340894          0.099235
    75.200000                     730.219347          0.099765
    75.300000                     734.010952          0.100283
    75.400000                     737.712310          0.100789
    75.500000                     741.320087          0.101282
    75.600000                     744.831024          0.101761
    75.700000                     748.241944          0.102227
    75.800000                     751.549754          0.102679
    75.900000                     754.751453          0.103117
    76.000000                     757.844136          0.103539
    76.100000                     760.825002          0.103946
    76.200000                     763.691354          0.104338
    76.300000                     766.440605          0.104714
    76.400000                     769.070284          0.105073
    76.500000                     771.578037          0.105415
    76.600000                     773.961630          0.105741
    76.700000                     776.218953          0.106050
    76.800000                     778.348023          0.106340
    76.900000                     780.346985          0.106614
    77.000000                     782.214116          0.106869
    77.100000                     783.947823          0.107105
    77.200000                     785.546650          0.107324
    77.300000                     787.009274          0.107524
    77.400000                     788.334510          0.107705
    77.500000                     789.521310          0.107867
    77.600000                     790.568766          0.108010
    77.700000                     791.476108          0.108134
    77.800000                     792.242707          0.108239
    77.900000                     792.868076          0.108324
    78.000000                     793.351868          0.108390
    78.100000                     793.693880          0.108437
    78.200000                     793.894048          0.108464
    78.300000                     793.952454          0.108472
    78.400000                     793.869324          0.108461
    78.500000                     793.645025          0.108430
    78.600000                     793.280070          0.108380
    78.700000                     792.775113          0.108312
    78.800000                     792.130956          0.108223
    78.900000                     791.348540          0.108117
    79.000000                     790.428953          0.107991
    79.100000                     789.373425          0.107847
    79.200000                     788.183326          0.107684
    79.300000                     786.860170          0.107503
    79.400000                     785.405608          0.107305
    79.500000                     783.821431          0.107088
    79.600000                     782.109566          0.106854
    79.700000                     780.272075          0.106603
    79.800000                     778.311151          0.106335
    79.900000                     776.229115          0.106051
    80.000000                     774.028415          0.105750
    80.100000                     771.711620          0.105434
    80.200000                     769.281418          0.105102
    80.300000                     766.740608          0.104755
    80.400000                     764.092101          0.104393
    80.500000                     761.338907          0.104017
    80.600000                     758.484137          0.103627
    80.700000                     755.530992          0.103223
    80.800000                     752.482760          0.102807
    80.900000                     749.342805          0.102378
    81.000000                     746.114565          0.101937
    81.100000                     742.801542          0.101484
    81.200000                     739.407296          0.101020
    81.300000                     735.935437          0.100546
    81.400000                     732.389615          0.100061
    81.500000                     728.773517          0.099567
    81.600000                     725.090857          0.099064
    81.700000                     721.345364          0.098553
    81.800000                     717.540783          0.098033
    81.900000                     713.680860          0.097505
    82.000000                     709.769335          0.096971
    82.100000                     705.809940          0.096430
    82.200000                     701.806385          0.095883
    82.300000                     697.762355          0.095331
    82.400000                     693.681502          0.094773
    82.500000                     689.567439          0.094211
    82.600000                     685.423732          0.093645
    82.700000                     681.253896          0.093075
    82.800000                     677.061388          0.092502
    82.900000                     672.849605          0.091927
    83.000000                     668.621872          0.091349
    83.100000                     664.381447          0.090770
    83.200000                     660.131508          0.090189
    83.300000                     655.875156          0.089608
    83.400000                     651.615407          0.089026
    83.500000                     647.355192          0.088444
    83.600000                     643.097354          0.087862
    83.700000                     638.844642          0.087281
    83.800000                     634.599717          0.086701
    83.900000                     630.365143          0.086123
    84.000000                     626.143389          0.085546
    84.100000                     621.936829          0.084971
    84.200000                     617.747741          0.084399
    84.300000                     613.578304          0.083829
    84.400000                     609.430605          0.083262
    84.500000                     605.306630          0.082699
    84.600000                     601.208274          0.082139
    84.700000                     597.137335          0.081583
    84.800000                     593.095519          0.081031
    84.900000                     589.084439          0.080483
    85.000000                     585.105619          0.079939
    85.100000                     581.160493          0.079400
    85.200000                     577.250408          0.078866
    85.300000                     573.376626          0.078337
    85.400000                     569.540328          0.077812
    85.500000                     565.742611          0.077294
    85.600000                     561.984496          0.076780
    85.700000                     558.266926          0.076272
    85.800000                     554.590770          0.075770
    85.900000                     550.956827          0.075274
    86.000000                     547.365827          0.074783
    86.100000                     543.818430          0.074298
    86.200000                     540.315236          0.073820
    86.300000                     536.856782          0.073347
    86.400000                     533.443543          0.072881
    86.500000                     530.075942          0.072421
    86.600000                     526.754344          0.071967
    86.700000                     523.479064          0.071519
    86.800000                     520.250366          0.071078
    86.900000                     517.068468          0.070644
    87.000000                     513.933543          0.070215
    87.100000                     510.845720          0.069793
    87.200000                     507.805089          0.069378
    87.300000                     504.811701          0.068969
    87.400000                     501.865571          0.068566
    87.500000                     498.966679          0.068170
    87.600000                     496.114973          0.067781
    87.700000                     493.310371          0.067398
    87.800000                     490.552763          0.067021
    87.900000                     487.842010          0.066651
    88.000000                     485.177951          0.066287
    88.100000                     482.560398          0.065929
    88.200000                     479.989145          0.065578
    88.300000                     477.463962          0.065233
    88.400000                     474.984603          0.064894
    88.500000                     472.550804          0.064561
    88.600000                     470.162283          0.064235
    88.700000                     467.818746          0.063915
    88.800000                     465.519882          0.063601
    88.900000                     463.265372          0.063293
    89.000000                     461.054882          0.062991
    89.100000                     458.888069          0.062695
    89.200000                     456.764582          0.062405
    89.300000                     454.684059          0.062120
    89.400000                     452.646134          0.061842
    89.500000                     450.650431          0.061569
    89.600000                     448.696572          0.061302
    89.700000                     446.784172          0.061041
    89.800000                     444.912841          0.060785
    89.900000                     443.082188          0.060535
    90.000000                     441.291817          0.060291
    90.100000                     439.541331          0.060052
    90.200000                     437.830332          0.059818
    90.300000                     436.158420          0.059589
    90.400000                     434.525195          0.059366
    90.500000                     432.930256          0.059148
    90.600000                     431.373203          0.058936
    90.700000                     429.853637          0.058728
    90.800000                     428.371160          0.058525
    90.900000                     426.925377          0.058328
    91.000000                     425.515892          0.058135
    91.100000                     424.142314          0.057948
    91.200000                     422.804253          0.057765
    91.300000                     421.501323          0.057587
    91.400000                     420.233140          0.057414
    91.500000                     418.999324          0.057245
    91.600000                     417.799498          0.057081
    91.700000                     416.633290          0.056922
    91.800000                     415.500330          0.056767
    91.900000                     414.400254          0.056617
    92.000000                     413.332701          0.056471
    92.100000                     412.297315          0.056329
    92.200000                     411.293744          0.056192
    92.300000                     410.321642          0.056059
    92.400000                     409.380666          0.055931
    92.500000                     408.470478          0.055807
    92.600000                     407.590746          0.055686
    92.700000                     406.741144          0.055570
    92.800000                     405.921347          0.055458
    92.900000                     405.131039          0.055350
    93.000000                     404.369909          0.055246
    93.100000                     403.637648          0.055146
    93.200000                     402.933955          0.055050
    93.300000                     402.258535          0.054958
    93.400000                     401.611094          0.054869
    93.500000                     400.991349          0.054785
    93.600000                     400.399017          0.054704
    93.700000                     399.833824          0.054627
    93.800000                     399.295501          0.054553
    93.900000                     398.783781          0.054483
    94.000000                     398.298406          0.054417
    94.100000                     397.839122          0.054354
    94.200000                     397.405680          0.054295
    94.300000                     396.997837          0.054239
    94.400000                     396.615353          0.054187
    94.500000                     396.257997          0.054138
    94.600000                     395.925539          0.054093
    94.700000                     395.617758          0.054051
    94.800000                     395.334435          0.054012
    94.900000                     395.075358          0.053976
    95.000000                     394.840320          0.053944
    95.100000                     394.629117          0.053916
    95.200000                     394.441553          0.053890
    95.300000                     394.277435          0.053867
    95.400000                     394.136575          0.053848
    95.500000                     394.018791          0.053832
    95.600000                     393.923904          0.053819
    95.700000                     393.851742          0.053809
    95.800000                     393.802135          0.053803
    95.900000                     393.774921          0.053799
    96.000000                     393.769941          0.053798
    96.100000                     393.787039          0.053800
    96.200000                     393.826067          0.053806
    96.300000                     393.886880          0.053814
    96.400000                     393.969335          0.053825
    96.500000                     394.073298          0.053840
    96.600000                     394.198637          0.053857
    96.700000                     394.345224          0.053877
    96.800000                     394.512936          0.053900
    96.900000                     394.701654          0.053925
    97.000000                     394.911264          0.053954
    97.100000                     395.141657          0.053986
    97.200000                     395.392725          0.054020
    97.300000                     395.664367          0.054057
    97.400000                     395.956485          0.054097
    97.500000                     396.268986          0.054140
    97.600000                     396.601780          0.054185
    97.700000                     396.954781          0.054233
    97.800000                     397.327908          0.054284
    97.900000                     397.721084          0.054338
    98.000000                     398.134233          0.054394
    98.100000                     398.567287          0.054454
    98.200000                     399.020180          0.054515
    98.300000                     399.492848          0.054580
    98.400000                     399.985235          0.054647
    98.500000                     400.497284          0.054717
    98.600000                     401.028945          0.054790
    98.700000                     401.580171          0.054865
    98.800000                     402.150918          0.054943
    98.900000                     402.741145          0.055024
    99.000000                     403.350817          0.055107
    99.100000                     403.979901          0.055193
    99.200000                     404.628367          0.055282
    99.300000                     405.296189          0.055373
    99.400000                     405.983346          0.055467
    99.500000                     406.689818          0.055563
    99.600000                     407.415590          0.055662
    99.700000                     408.160650          0.055764
    99.800000                     408.924991          0.055869
    99.900000                     409.708605          0.055976
   100.000000                     410.511493          0.056085
   100.100000                     411.333655          0.056198
   100.200000                     412.175096          0.056313
   100.300000                     413.035826          0.056430
   100.400000                     413.915855          0.056551
   100.500000                     414.815198          0.056673
   100.600000                     415.733874          0.056799
   100.700000                     416.671905          0.056927
   100.800000                     417.629314          0.057058
   100.900000                     418.606130          0.057191
   101.000000                     419.602385          0.057327
   101.100000                     420.618113          0.057466
   101.200000                     421.653351          0.057608
   101.300000                     422.708141          0.057752
   101.400000                     423.782527          0.057899
   101.500000                     424.876556          0.058048
   101.600000                     425.990279          0.058200
   101.700000                     427.123751          0.058355
   101.800000                     428.277028          0.058513
   101.900000                     429.450170          0.058673
   102.000000                     430.643242          0.058836
   102.100000                     431.856311          0.059002
   102.200000                     433.089446          0.059170
   102.300000                     434.342721          0.059341
   102.400000                     435.616213          0.059515
   102.500000                     436.910003          0.059692
   102.600000                     438.224173          0.059872
   102.700000                     439.558811          0.060054
   102.800000                     440.914006          0.060239
   102.900000                     442.289853          0.060427
   103.000000                     443.686449          0.060618
   103.100000                     445.103893          0.060812
   103.200000                     446.542290          0.061008
   103.300000                     448.001748          0.061207
   103.400000                     449.482378          0.061410
   103.500000                     450.984294          0.061615
   103.600000                     452.507616          0.061823
   103.700000                     454.052464          0.062034
   103.800000                     455.618965          0.062248
   103.900000                     457.207249          0.062465
   104.000000                     458.817448          0.062685
   104.100000                     460.449701          0.062908
   104.200000                     462.104148          0.063134
   104.300000                     463.780935          0.063363
   104.400000                     465.480211          0.063595
   104.500000                     467.202130          0.063831
   104.600000                     468.946849          0.064069
   104.700000                     470.714530          0.064311
   104.800000                     472.505339          0.064555
   104.900000                     474.319446          0.064803
   105.000000                     476.157028          0.065054
   105.100000                     478.018262          0.065308
   105.200000                     479.903333          0.065566
   105.300000                     481.812430          0.065827
   105.400000                     483.745745          0.066091
   105.500000                     485.703478          0.066358
   105.600000                     487.685830          0.066629
   105.700000                     489.693009          0.066903
   105.800000                     491.725228          0.067181
   105.900000                     493.782705          0.067462
   106.000000                     495.865662          0.067747
   106.100000                     497.974327          0.068035
   106.200000                     500.108933          0.068327
   106.300000                     502.269718          0.068622
   106.400000                     504.456927          0.068921
   106.500000                     506.670807          0.069223
   106.600000                     508.911614          0.069529
   106.700000                     511.179607          0.069839
   106.800000                     513.475052          0.070153
   106.900000                     515.798218          0.070470
   107.000000                     518.149384          0.070791
   107.100000                     520.528831          0.071116
   107.200000                     522.936848          0.071445
   107.300000                     525.373727          0.071778
   107.400000                     527.839769          0.072115
   107.500000                     530.335278          0.072456
   107.600000                     532.860568          0.072801
   107.700000                     535.415954          0.073150
   107.800000                     538.001760          0.073504
   107.900000                     540.618315          0.073861
   108.000000                     543.265956          0.074223
   108.100000                     545.945023          0.074589
   108.200000                     548.655866          0.074959
   108.300000                     551.398837          0.075334
   108.400000                     554.174298          0.075713
   108.500000                     556.982615          0.076097
   108.600000                     559.824163          0.076485
   108.700000                     562.699321          0.076878
   108.800000                     565.608475          0.077275
   108.900000                     568.552019          0.077677
   109.000000                     571.530353          0.078084
   109.100000                     574.543884          0.078496
   109.200000                     577.593026          0.078913
   109.300000                     580.678199          0.079334
   109.400000                     583.799832          0.079761
   109.500000                     586.958360          0.080192
   109.600000                     590.154225          0.080629
   109.700000                     593.387878          0.081071
   109.800000                     596.659776          0.081518
   109.900000                     599.970384          0.081970
   110.000000                     603.320177          0.082428
   110.100000                     606.709634          0.082891
   110.200000                     610.139247          0.083359
   110.300000                     613.609512          0.083833
   110.400000                     617.120936          0.084313
   110.500000                     620.674035          0.084798
   110.600000                     624.269331          0.085290
   110.700000                     627.907358          0.085787
   110.800000                     631.588659          0.086290
   110.900000                     635.313784          0.086799
   111.000000                     639.083296          0.087314
   111.100000                     642.897766          0.087835
   111.200000                     646.757776          0.088362
   111.300000                     650.663916          0.088896
   111.400000                     654.616791          0.089436
   111.500000                     658.617012          0.089982
   111.600000                     662.665205          0.090535
   111.700000                     666.762006          0.091095
   111.800000                     670.908062          0.091662
   111.900000                     675.104032          0.092235
   112.000000                     679.350589          0.092815
   112.100000                     683.648416          0.093402
