v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
     6.000000                     0.001659          0.025402
     6.100000                     0.001666          0.025508
     6.200000                     0.001673          0.025614
     6.300000                     0.001680          0.025721
     6.400000                     0.001687          0.025829
     6.500000                     0.001694          0.025938
     6.600000                     0.001701          0.026047
     6.700000                     0.001708          0.026158
     6.800000                     0.001715          0.026269
     6.900000                     0.001723          0.026381
     7.000000                     0.001730          0.026494
     7.100000                     0.001738          0.026607
     7.200000                     0.001745          0.026722
     7.300000                     0.001753          0.026837
     7.400000                     0.001760          0.026953
     7.500000                     0.001768          0.027070
     7.600000                     0.001776          0.027188
     7.700000                     0.001783          0.027307
     7.800000                     0.001791          0.027427
     7.900000                     0.001799          0.027547
     8.000000                     0.001807          0.027669
     8.100000                     0.001815          0.027791
     8.200000                     0.001823          0.027915
     8.300000                     0.001831          0.028039
     8.400000                     0.001839          0.028164
     8.500000                     0.001847          0.028290
     8.600000                     0.001856          0.028418
     8.700000                     0.001864          0.028546
     8.800000                     0.001873          0.028675
     8.900000                     0.001881          0.028805
     9.000000                     0.001890          0.028936
     9.100000                     0.001898          0.029069
     9.200000                     0.001907          0.029202
     9.300000                     0.001916          0.029336
     9.400000                     0.001925          0.029472
     9.500000                     0.001934          0.029608
     9.600000                     0.001943          0.029746
     9.700000                     0.001952          0.029885
     9.800000                     0.001961          0.030024
     9.900000                     0.001970          0.030165
    10.000000                     0.001979          0.030307
    10.100000                     0.001989          0.030450
    10.200000                     0.001998          0.030595
    10.300000                     0.002007          0.030740
    10.400000                     0.002017          0.030887
    10.500000                     0.002027          0.031035
    10.600000                     0.002036          0.031184
    10.700000                     0.002046          0.031334
    10.800000                     0.002056          0.031486
    10.900000                     0.002066          0.031639
    11.000000                     0.002076          0.031793
    11.100000                     0.002086          0.031948
    11.200000                     0.002097          0.032105
    11.300000                     0.002107          0.032263
    11.400000                     0.002117          0.032422
    11.500000                     0.002128          0.032583
    11.600000                     0.002138          0.032745
    11.700000                     0.002149          0.032909
    11.800000                     0.002160          0.033073
    11.900000                     0.002171          0.033240
    12.000000                     0.002182          0.033407
    12.100000                     0.002193          0.033576
    12.200000                     0.002204          0.033747
    12.300000                     0.002215          0.033919
    12.400000                     0.002226          0.034093
    12.500000                     0.002238          0.034268
    12.600000                     0.002249          0.034444
    12.700000                     0.002261          0.034622
    12.800000                     0.002273          0.034802
    12.900000                     0.002285          0.034983
    13.000000                     0.002296          0.035166
    13.100000                     0.002309          0.035351
    13.200000                     0.002321          0.035537
    13.300000                     0.002333          0.035724
    13.400000                     0.002345          0.035914
    13.500000                     0.002358          0.036105
    13.600000                     0.002370          0.036298
    13.700000                     0.002383          0.036493
    13.800000                     0.002396          0.036689
    13.900000                     0.002409          0.036887
    14.000000                     0.002422          0.037087
    14.100000                     0.002435          0.037289
    14.200000                     0.002448          0.037493
    14.300000                     0.002462          0.037698
    14.400000                     0.002475          0.037906
    14.500000                     0.002489          0.038115
    14.600000                     0.002503          0.038327
    14.700000                     0.002517          0.038540
    14.800000                     0.002531          0.038755
    14.900000                     0.002545          0.038973
    15.000000                     0.002559          0.039192
    15.100000                     0.002574          0.039414
    15.200000                     0.002588          0.039637
    15.300000                     0.002603          0.039863
    15.400000                     0.002618          0.040091
    15.500000                     0.002633          0.040321
    15.600000                     0.002648          0.040553
    15.700000                     0.002664          0.040788
    15.800000                     0.002679          0.041024
    15.900000                     0.002695          0.041264
    16.000000                     0.002710          0.041505
    16.100000                     0.002726          0.041749
    16.200000                     0.002742          0.041995
    16.300000                     0.002759          0.042244
    16.400000                     0.002775          0.042495
    16.500000                     0.002792          0.042748
    16.600000                     0.002808          0.043004
    16.700000                     0.002825          0.043263
    16.800000                     0.002842          0.043524
    16.900000                     0.002860          0.043788
    17.000000                     0.002877          0.044055
    17.100000                     0.002895          0.044324
    17.200000                     0.002912          0.044596
    17.300000                     0.002930          0.044870
    17.400000                     0.002948          0.045148
    17.500000                     0.002967          0.045428
    17.600000                     0.002985          0.045712
    17.700000                     0.003004          0.045998
    17.800000                     0.003023          0.046287
    17.900000                     0.003042          0.046579
    18.000000                     0.003061          0.046874
    18.100000                     0.003081          0.047172
    18.200000                     0.003100          0.047474
    18.300000                     0.003120          0.047778
    18.400000                     0.003140          0.048086
    18.500000                     0.003161          0.048397
    18.600000                     0.003181          0.048712
    18.700000                     0.003202          0.049029
    18.800000                     0.003223          0.049350
    18.900000                     0.003244          0.049675
    19.000000                     0.003265          0.050003
    19.100000                     0.003287          0.050335
    19.200000                     0.003309          0.050670
    19.300000                     0.003331          0.051009
    19.400000                     0.003353          0.051351
    19.500000                     0.003376          0.051698
    19.600000                     0.003399          0.052048
    19.700000                     0.003422          0.052402
    19.800000                     0.003445          0.052760
    19.900000                     0.003469          0.053122
    20.000000                     0.003493          0.053488
    20.100000                     0.003517          0.053858
    20.200000                     0.003542          0.054232
    20.300000                     0.003566          0.054610
    20.400000                     0.003591          0.054993
    20.500000                     0.003617          0.055380
    20.600000                     0.003642          0.055771
    20.700000                     0.003668          0.056167
    20.800000                     0.003694          0.056568
    20.900000                     0.003721          0.056973
    21.000000                     0.003747          0.057382
    21.100000                     0.003774          0.057797
    21.200000                     0.003802          0.058216
    21.300000                     0.003829          0.058640
    21.400000                     0.003857          0.059069
    21.500000                     0.003886          0.059503
    21.600000                     0.003915          0.059943
    21.700000                     0.003944          0.060387
    21.800000                     0.003973          0.060837
    21.900000                     0.004003          0.061292
    22.000000                     0.004033          0.061752
    22.100000                     0.004063          0.062218
    22.200000                     0.004094          0.062689
    22.300000                     0.004125          0.063167
    22.400000                     0.004157          0.063650
    22.500000                     0.004189          0.064138
    22.600000                     0.004221          0.064633
    22.700000                     0.004254          0.065134
    22.800000                     0.004287          0.065641
    22.900000                     0.004320          0.066154
    23.000000                     0.004354          0.066673
    23.100000                     0.004388          0.067199
    23.200000                     0.004423          0.067731
    23.300000                     0.004458          0.068270
    23.400000                     0.004494          0.068816
    23.500000                     0.004530          0.069368
    23.600000                     0.004567          0.069928
    23.700000                     0.004604          0.070494
    23.800000                     0.004641          0.071068
    23.900000                     0.004679          0.071649
    24.000000                     0.004717          0.072237
    24.100000                     0.004756          0.072833
    24.200000                     0.004796          0.073436
    24.300000                     0.004836          0.074047
    24.400000                     0.004876          0.074666
    24.500000                     0.004917          0.075293
    24.600000                     0.004958          0.075927
    24.700000                     0.005000          0.076571
    24.800000                     0.005043          0.077222
    24.900000                     0.005086          0.077882
    25.000000                     0.005130          0.078551
    25.100000                     0.005174          0.079228
    25.200000                     0.005219          0.079914
    25.300000                     0.005264          0.080610
    25.400000                     0.005310          0.081314
    25.500000                     0.005357          0.082028
    25.600000                     0.005404          0.082751
    25.700000                     0.005452          0.083484
    25.800000                     0.005500          0.084227
    25.900000                     0.005550          0.084979
    26.000000                     0.005599          0.085742
    26.100000                     0.005650          0.086515
    26.200000                     0.005701          0.087298
    26.300000                     0.005753          0.088092
    26.400000                     0.005805          0.088897
    26.500000                     0.005859          0.089712
    26.600000                     0.005913          0.090539
    26.700000                     0.005967          0.091377
    26.800000                     0.006023          0.092226
    26.900000                     0.006079          0.093087
    27.000000                     0.006136          0.093960
    27.100000                     0.006194          0.094844
    27.200000                     0.006252          0.095741
    27.300000                     0.006312          0.096650
    27.400000                     0.006372          0.097572
    27.500000                     0.006433          0.098507
    27.600000                     0.006495          0.099454
    27.700000                     0.006558          0.100415
    27.800000                     0.006621          0.101389
    27.900000                     0.006686          0.102376
    28.000000                     0.006751          0.103377
    28.100000                     0.006817          0.104392
    28.200000                     0.006885          0.105422
    28.300000                     0.006953          0.106465
    28.400000                     0.007022          0.107524
    28.500000                     0.007092          0.108597
    28.600000                     0.007163          0.109685
    28.700000                     0.007235          0.110788
    28.800000                     0.007308          0.111907
    28.900000                     0.007382          0.113041
    29.000000                     0.007457          0.114192
    29.100000                     0.007533          0.115358
    29.200000                     0.007611          0.116541
    29.300000                     0.007689          0.117741
    29.400000                     0.007768          0.118957
    29.500000                     0.007849          0.120190
    29.600000                     0.007931          0.121441
    29.700000                     0.008013          0.122709
    29.800000                     0.008097          0.123994
    29.900000                     0.008183          0.125298
    30.000000                     0.008269          0.126620
    30.100000                     0.008356          0.127960
    30.200000                     0.008445          0.129319
    30.300000                     0.008535          0.130697
    30.400000                     0.008626          0.132094
    30.500000                     0.008719          0.133510
    30.600000                     0.008813          0.134946
    30.700000                     0.008908          0.136401
    30.800000                     0.009004          0.137877
    30.900000                     0.009102          0.139372
    31.000000                     0.009201          0.140888
    31.100000                     0.009301          0.142425
    31.200000                     0.009403          0.143982
    31.300000                     0.009506          0.145560
    31.400000                     0.009610          0.147159
    31.500000                     0.009716          0.148780
    31.600000                     0.009823          0.150422
    31.700000                     0.009932          0.152086
    31.800000                     0.010042          0.153771
    31.900000                     0.010153          0.155479
    32.000000                     0.010266          0.157208
    32.100000                     0.010381          0.158960
    32.200000                     0.010497          0.160733
    32.300000                     0.010614          0.162530
    32.400000                     0.010733          0.164348
    32.500000                     0.010853          0.166189
    32.600000                     0.010975          0.168053
    32.700000                     0.011098          0.169939
    32.800000                     0.011222          0.171848
    32.900000                     0.011349          0.173779
    33.000000                     0.011476          0.175733
    33.100000                     0.011605          0.177710
    33.200000                     0.011736          0.179708
    33.300000                     0.011868          0.181729
    33.400000                     0.012001          0.183773
    33.500000                     0.012136          0.185838
    33.600000                     0.012272          0.187925
    33.700000                     0.012410          0.190034
    33.800000                     0.012549          0.192164
    33.900000                     0.012690          0.194315
    34.000000                     0.012831          0.196486
    34.100000                     0.012975          0.198679
    34.200000                     0.013119          0.200891
    34.300000                     0.013265          0.203123
    34.400000                     0.013412          0.205374
    34.500000                     0.013560          0.207643
    34.600000                     0.013709          0.209931
    34.700000                     0.013860          0.212235
    34.800000                     0.014012          0.214557
    34.900000                     0.014164          0.216895
    35.000000                     0.014318          0.219248
    35.100000                     0.014472          0.221615
    35.200000                     0.014628          0.223996
    35.300000                     0.014784          0.226389
    35.400000                     0.014941          0.228795
    35.500000                     0.015099          0.231210
    35.600000                     0.015257          0.233636
    35.700000                     0.015416          0.236069
    35.800000                     0.015576          0.238510
    35.900000                     0.015736          0.240957
    36.000000                     0.015896          0.243408
    36.100000                     0.016056          0.245862
    36.200000                     0.016216          0.248317
    36.300000                     0.016377          0.250773
    36.400000                     0.016537          0.253227
    36.500000                     0.016697          0.255677
    36.600000                     0.016857          0.258123
    36.700000                     0.017016          0.260561
    36.800000                     0.017174          0.262991
    36.900000                     0.017332          0.265410
    37.000000                     0.017490          0.267816
    37.100000                     0.017646          0.270207
    37.200000                     0.017801          0.272582
    37.300000                     0.017955          0.274937
    37.400000                     0.018107          0.277271
    37.500000                     0.018258          0.279581
    37.600000                     0.018407          0.281865
    37.700000                     0.018554          0.284122
    37.800000                     0.018700          0.286347
    37.900000                     0.018843          0.288539
    38.000000                     0.018984          0.290696
    38.100000                     0.019122          0.292814
    38.200000                     0.019258          0.294892
    38.300000                     0.019391          0.296927
    38.400000                     0.019521          0.298917
    38.500000                     0.019647          0.300858
    38.600000                     0.019771          0.302749
    38.700000                     0.019891          0.304587
    38.800000                     0.020007          0.306369
    38.900000                     0.020120          0.308094
    39.000000                     0.020229          0.309758
    39.100000                     0.020333          0.311359
    39.200000                     0.020433          0.312896
    39.300000                     0.020529          0.314366
    39.400000                     0.020621          0.315766
    39.500000                     0.020708          0.317096
    39.600000                     0.020790          0.318352
    39.700000                     0.020867          0.319533
    39.800000                     0.020939          0.320637
    39.900000                     0.021006          0.321663
    40.000000                     0.021068          0.322608
    40.100000                     0.021124          0.323472
    40.200000                     0.021175          0.324254
    40.300000                     0.021221          0.324951
    40.400000                     0.021261          0.325564
    40.500000                     0.021295          0.326091
    40.600000                     0.021324          0.326531
    40.700000                     0.021347          0.326884
    40.800000                     0.021364          0.327150
    40.900000                     0.021376          0.327328
    41.000000                     0.021382          0.327418
    41.100000                     0.021382          0.327420
    41.200000                     0.021376          0.327335
    41.300000                     0.021365          0.327162
    41.400000                     0.021348          0.326903
    41.500000                     0.021326          0.326557
    41.600000                     0.021297          0.326126
    41.700000                     0.021264          0.325611
    41.800000                     0.021225          0.325013
    41.900000                     0.021180          0.324332
    42.000000                     0.021131          0.323571
    42.100000                     0.021076          0.322731
    42.200000                     0.021016          0.321813
    42.300000                     0.020951          0.320819
    42.400000                     0.020881          0.319752
    42.500000                     0.020807          0.318612
    42.600000                     0.020728          0.317402
    42.700000                     0.020644          0.316125
    42.800000                     0.020557          0.314782
    42.900000                     0.020465          0.313375
    43.000000                     0.020369          0.311907
    43.100000                     0.020269          0.310381
    43.200000                     0.020166          0.308798
    43.300000                     0.020059          0.307161
    43.400000                     0.019949          0.305472
    43.500000                     0.019835          0.303735
    43.600000                     0.019719          0.301952
    43.700000                     0.019599          0.300124
    43.800000                     0.019477          0.298255
    43.900000                     0.019353          0.296348
    44.000000                     0.019226          0.294404
    44.100000                     0.019097          0.292426
    44.200000                     0.018965          0.290417
    44.300000                     0.018832          0.288378
    44.400000                     0.018698          0.286314
    44.500000                     0.018561          0.284225
    44.600000                     0.018423          0.282115
    44.700000                     0.018284          0.279984
    44.800000                     0.018144          0.277837
    44.900000                     0.018003          0.275675
    45.000000                     0.017861          0.273499
    45.100000                     0.017718          0.271313
    45.200000                     0.017575          0.269117
    45.300000                     0.017431          0.266915
    45.400000                     0.017287          0.264707
    45.500000                     0.017142          0.262496
    45.600000                     0.016998          0.260284
    45.700000                     0.016853          0.258072
    45.800000                     0.016709          0.255861
    45.900000                     0.016565          0.253654
    46.000000                     0.016421          0.251452
    46.100000                     0.016278          0.249256
    46.200000                     0.016135          0.247068
    46.300000                     0.015992          0.244888
    46.400000                     0.015851          0.242719
    46.500000                     0.015710          0.240561
    46.600000                     0.015570          0.238415
    46.700000                     0.015430          0.236283
    46.800000                     0.015292          0.234165
    46.900000                     0.015155          0.232063
    47.000000                     0.015018          0.229977
    47.100000                     0.014883          0.227908
    47.200000                     0.014749          0.225857
    47.300000                     0.014617          0.223824
    47.400000                     0.014485          0.221811
    47.500000                     0.014355          0.219818
    47.600000                     0.014226          0.217845
    47.700000                     0.014099          0.215893
    47.800000                     0.013973          0.213963
    47.900000                     0.013848          0.212055
    48.000000                     0.013725          0.210169
    48.100000                     0.013603          0.208306
    48.200000                     0.013483          0.206466
    48.300000                     0.013364          0.204649
    48.400000                     0.013247          0.202856
    48.500000                     0.013132          0.201087
    48.600000                     0.013018          0.199342
    48.700000                     0.012906          0.197621
    48.800000                     0.012795          0.195925
    48.900000                     0.012686          0.194253
    49.000000                     0.012578          0.192607
    49.100000                     0.012472          0.190984
    49.200000                     0.012368          0.189387
    49.300000                     0.012265          0.187815
    49.400000                     0.012164          0.186267
    49.500000                     0.012065          0.184745
    49.600000                     0.011967          0.183247
    49.700000                     0.011871          0.181775
    49.800000                     0.011776          0.180327
    49.900000                     0.011683          0.178904
    50.000000                     0.011592          0.177506
    50.100000                     0.011502          0.176132
    50.200000                     0.011414          0.174784
    50.300000                     0.011328          0.173459
    50.400000                     0.011243          0.172159
    50.500000                     0.011159          0.170884
    50.600000                     0.011078          0.169632
    50.700000                     0.010998          0.168405
    50.800000                     0.010919          0.167201
    50.900000                     0.010842          0.166022
    51.000000                     0.010766          0.164866
    51.100000                     0.010693          0.163733
    51.200000                     0.010620          0.162624
    51.300000                     0.010549          0.161538
    51.400000                     0.010480          0.160475
    51.500000                     0.010412          0.159435
    51.600000                     0.010345          0.158418
    51.700000                     0.010280          0.157423
    51.800000                     0.010217          0.156451
    51.900000                     0.010155          0.155501
    52.000000                     0.010094          0.154573
    52.100000                     0.010035          0.153667
    52.200000                     0.009977          0.152783
    52.300000                     0.009921          0.151920
    52.400000                     0.009866          0.151079
    52.500000                     0.009813          0.150259
    52.600000                     0.009760          0.149461
    52.700000                     0.009710          0.148683
    52.800000                     0.009660          0.147926
    52.900000                     0.009612          0.147189
    53.000000                     0.009565          0.146474
    53.100000                     0.009520          0.145778
    53.200000                     0.009476          0.145103
    53.300000                     0.009433          0.144448
    53.400000                     0.009392          0.143812
    53.500000                     0.009351          0.143197
    53.600000                     0.009312          0.142601
    53.700000                     0.009275          0.142025
    53.800000                     0.009238          0.141468
    53.900000                     0.009203          0.140930
    54.000000                     0.009169          0.140411
    54.100000                     0.009137          0.139911
    54.200000                     0.009105          0.139431
    54.300000                     0.009075          0.138969
    54.400000                     0.009046          0.138525
    54.500000                     0.009019          0.138100
    54.600000                     0.008992          0.137694
    54.700000                     0.008967          0.137305
    54.800000                     0.008942          0.136935
    54.900000                     0.008920          0.136583
    55.000000                     0.008898          0.136250
    55.100000                     0.008877          0.135934
    55.200000                     0.008858          0.135635
    55.300000                     0.008839          0.135355
    55.400000                     0.008822          0.135092
    55.500000                     0.008806          0.134847
    55.600000                     0.008791          0.134619
    55.700000                     0.008777          0.134408
    55.800000                     0.008765          0.134215
    55.900000                     0.008753          0.134039
    56.000000                     0.008743          0.133881
    56.100000                     0.008734          0.133739
    56.200000                     0.008726          0.133614
    56.300000                     0.008719          0.133507
    56.400000                     0.008713          0.133416
    56.500000                     0.008708          0.133342
    56.600000                     0.008704          0.133284
    56.700000                     0.008701          0.133244
    56.800000                     0.008700          0.133220
    56.900000                     0.008699          0.133212
    57.000000                     0.008700          0.133222
    57.100000                     0.008702          0.133247
    57.200000                     0.008704          0.133289
    57.300000                     0.008708          0.133347
    57.400000                     0.008713          0.133422
    57.500000                     0.008719          0.133512
    57.600000                     0.008726          0.133619
    57.700000                     0.008734          0.133742
    57.800000                     0.008743          0.133880
    57.900000                     0.008753          0.134035
    58.000000                     0.008764          0.134206
    58.100000                     0.008776          0.134392
    58.200000                     0.008790          0.134594
    58.300000                     0.008804          0.134811
    58.400000                     0.008819          0.135044
    58.500000                     0.008835          0.135292
    58.600000                     0.008852          0.135556
    58.700000                     0.008871          0.135835
    58.800000                     0.008890          0.136128
    58.900000                     0.008910          0.136437
    59.000000                     0.008931          0.136761
    59.100000                     0.008953          0.137099
    59.200000                     0.008976          0.137452
    59.300000                     0.009000          0.137819
    59.400000                     0.009025          0.138201
    59.500000                     0.009051          0.138596
    59.600000                     0.009078          0.139006
    59.700000                     0.009105          0.139429
    59.800000                     0.009134          0.139866
    59.900000                     0.009163          0.140316
    60.000000                     0.009193          0.140779
    60.100000                     0.009225          0.141254
    60.200000                     0.009256          0.141743
    60.300000                     0.009289          0.142243
    60.400000                     0.009323          0.142756
    60.500000                     0.009357          0.143280
    60.600000                     0.009392          0.143816
    60.700000                     0.009428          0.144363
    60.800000                     0.009464          0.144920
    60.900000                     0.009501          0.145488
    61.000000                     0.009539          0.146065
    61.100000                     0.009577          0.146653
    61.200000                     0.009616          0.147249
    61.300000                     0.009655          0.147854
    61.400000                     0.009696          0.148466
    61.500000                     0.009736          0.149087
    61.600000                     0.009777          0.149715
    61.700000                     0.009818          0.150349
    61.800000                     0.009860          0.150989
    61.900000                     0.009902          0.151635
    62.000000                     0.009945          0.152285
    62.100000                     0.009988          0.152940
    62.200000                     0.010031          0.153598
    62.300000                     0.010074          0.154259
    62.400000                     0.010117          0.154922
    62.500000                     0.010160          0.155587
    62.600000                     0.010204          0.156252
    62.700000                     0.010247          0.156917
    62.800000                     0.010291          0.157581
    62.900000                     0.010334          0.158243
    63.000000                     0.010377          0.158903
    63.100000                     0.010420          0.159560
    63.200000                     0.010463          0.160212
    63.300000                     0.010505          0.160859
    63.400000                     0.010547          0.161500
    63.500000                     0.010588          0.162134
    63.600000                     0.010629          0.162760
    63.700000                     0.010669          0.163377
    63.800000                     0.010709          0.163984
    63.900000                     0.010748          0.164581
    64.000000                     0.010786          0.165166
    64.100000                     0.010823          0.165738
    64.200000                     0.010860          0.166297
    64.300000                     0.010895          0.166841
    64.400000                     0.010930          0.167369
    64.500000                     0.010963          0.167881
    64.600000                     0.010996          0.168376
    64.700000                     0.011027          0.168852
    64.800000                     0.011057          0.169309
    64.900000                     0.011085          0.169746
    65.000000                     0.011112          0.170162
    65.100000                     0.011138          0.170557
    65.200000                     0.011162          0.170928
    65.300000                     0.011185          0.171277
    65.400000                     0.011206          0.171601
    65.500000                     0.011226          0.171900
    65.600000                     0.011244          0.172174
    65.700000                     0.011260          0.172422
    65.800000                     0.011274          0.172643
    65.900000                     0.011287          0.172837
    66.000000                     0.011298          0.173003
    66.100000                     0.011307          0.173141
    66.200000                     0.011314          0.173251
    66.300000                     0.011319          0.173332
    66.400000                     0.011323          0.173384
    66.500000                     0.011324          0.173406
    66.600000                     0.011324          0.173399
    66.700000                     0.011321          0.173363
    66.800000                     0.011317          0.173296
    66.900000                     0.011311          0.173201
    67.000000                     0.011303          0.173075
    67.100000                     0.011292          0.172921
    67.200000                     0.011280          0.172737
    67.300000                     0.011267          0.172524
    67.400000                     0.011251          0.172283
    67.500000                     0.011233          0.172013
    67.600000                     0.011214          0.171715
    67.700000                     0.011193          0.171390
    67.800000                     0.011170          0.171038
    67.900000                     0.011145          0.170660
    68.000000                     0.011118          0.170256
    68.100000                     0.011090          0.169827
    68.200000                     0.011061          0.169373
    68.300000                     0.011030          0.168896
    68.400000                     0.010997          0.168396
    68.500000                     0.010963          0.167873
    68.600000                     0.010927          0.167330
    68.700000                     0.010890          0.166765
    68.800000                     0.010852          0.166181
    68.900000                     0.010813          0.165578
    69.000000                     0.010772          0.164957
    69.100000                     0.010731          0.164319
    69.200000                     0.010688          0.163665
    69.300000                     0.010644          0.162996
    69.400000                     0.010600          0.162312
    69.500000                     0.010554          0.161615
    69.600000                     0.010508          0.160906
    69.700000                     0.010461          0.160185
    69.800000                     0.010413          0.159454
    69.900000                     0.010365          0.158713
    70.000000                     0.010316          0.157963
    70.100000                     0.010266          0.157205
    70.200000                     0.010216          0.156440
    70.300000                     0.010166          0.155670
    70.400000                     0.010115          0.154894
    70.500000                     0.010064          0.154113
    70.600000                     0.010013          0.153329
    70.700000                     0.009962          0.152542
    70.800000                     0.009910          0.151753
    70.900000                     0.009859          0.150963
    71.000000                     0.009807          0.150172
    71.100000                     0.009755          0.149381
    71.200000                     0.009704          0.148591
    71.300000                     0.009652          0.147803
    71.400000                     0.009601          0.147017
    71.500000                     0.009550          0.146234
    71.600000                     0.009499          0.145454
    71.700000                     0.009448          0.144678
    71.800000                     0.009398          0.143906
    71.900000                     0.009348          0.143140
    72.000000                     0.009298          0.142379
    72.100000                     0.009249          0.141624
    72.200000                     0.009200          0.140876
    72.300000                     0.009151          0.140134
    72.400000                     0.009103          0.139400
    72.500000                     0.009056          0.138673
    72.600000                     0.009009          0.137955
    72.700000                     0.008963          0.137245
    72.800000                     0.008917          0.136543
    72.900000                     0.008872          0.135851
    73.000000                     0.008827          0.135168
    73.100000                     0.008783          0.134494
    73.200000                     0.008740          0.133831
    73.300000                     0.008697          0.133177
    73.400000                     0.008655          0.132534
    73.500000                     0.008614          0.131901
    73.600000                     0.008573          0.131279
    73.700000                     0.008533          0.130668
    73.800000                     0.008494          0.130068
    73.900000                     0.008456          0.129479
    74.000000                     0.008418          0.128902
    74.100000                     0.008381          0.128336
    74.200000                     0.008345          0.127781
    74.300000                     0.008309          0.127238
    74.400000                     0.008275          0.126707
    74.500000                     0.008241          0.126188
    74.600000                     0.008207          0.125680
    74.700000                     0.008175          0.125184
    74.800000                     0.008144          0.124701
    74.900000                     0.008113          0.124229
    75.000000                     0.008083          0.123770
    75.100000                     0.008053          0.123322
    75.200000                     0.008025          0.122887
    75.300000                     0.007997          0.122464
    75.400000                     0.007971          0.122053
    75.500000                     0.007945          0.121654
    75.600000                     0.007919          0.121268
    75.700000                     0.007895          0.120893
    75.800000                     0.007871          0.120531
    75.900000                     0.007848          0.120180
    76.000000                     0.007826          0.119842
    76.100000                     0.007805          0.119516
    76.200000                     0.007784          0.119202
    76.300000                     0.007765          0.118900
    76.400000                     0.007746          0.118610
    76.500000                     0.007728          0.118332
    76.600000                     0.007710          0.118066
    76.700000                     0.007694          0.117811
    76.800000                     0.007678          0.117569
    76.900000                     0.007663          0.117338
    77.000000                     0.007648          0.117119
    77.100000                     0.007635          0.116912
    77.200000                     0.007622          0.116717
    77.300000                     0.007610          0.116533
    77.400000                     0.007599          0.116360
    77.500000                     0.007588          0.116199
    77.600000                     0.007579          0.116050
    77.700000                     0.007570          0.115912
    77.800000                     0.007561          0.115785
    77.900000                     0.007554          0.115669
    78.000000                     0.007547          0.115565
    78.100000                     0.007541          0.115472
    78.200000                     0.007535          0.115389
    78.300000                     0.007531          0.115318
    78.400000                     0.007527          0.115258
    78.500000                     0.007524          0.115208
    78.600000                     0.007521          0.115170
    78.700000                     0.007519          0.115142
    78.800000                     0.007518          0.115124
    78.900000                     0.007518          0.115117
    79.000000                     0.007518          0.115121
    79.100000                     0.007519          0.115135
    79.200000                     0.007520          0.115160
    79.300000                     0.007523          0.115194
    79.400000                     0.007526          0.115239
    79.500000                     0.007529          0.115294
    79.600000                     0.007533          0.115359
    79.700000                     0.007538          0.115434
