v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
    93.400000                     0.012259          0.187716
    93.500000                     0.012329          0.188794
    93.600000                     0.012400          0.189880
    93.700000                     0.012472          0.190976
    93.800000                     0.012544          0.192080
    93.900000                     0.012616          0.193192
    94.000000                     0.012689          0.194312
    94.100000                     0.012763          0.195440
    94.200000                     0.012837          0.196574
    94.300000                     0.012912          0.197714
    94.400000                     0.012986          0.198860
    94.500000                     0.013062          0.200012
    94.600000                     0.013137          0.201169
    94.700000                     0.013213          0.202330
    94.800000                     0.013289          0.203494
    94.900000                     0.013365          0.204662
    95.000000                     0.013442          0.205833
    95.100000                     0.013518          0.207005
    95.200000                     0.013595          0.208179
    95.300000                     0.013672          0.209353
    95.400000                     0.013748          0.210528
    95.500000                     0.013825          0.211702
    95.600000                     0.013902          0.212875
    95.700000                     0.013978          0.214046
    95.800000                     0.014054          0.215214
    95.900000                     0.014131          0.216380
    96.000000                     0.014206          0.217541
    96.100000                     0.014282          0.218698
    96.200000                     0.014357          0.219850
    96.300000                     0.014432          0.220996
    96.400000                     0.014506          0.222136
    96.500000                     0.014580          0.223269
    96.600000                     0.014654          0.224394
    96.700000                     0.014727          0.225512
    96.800000                     0.014799          0.226621
    96.900000                     0.014871          0.227720
    97.000000                     0.014942          0.228810
    97.100000                     0.015013          0.229890
    97.200000                     0.015083          0.230959
    97.300000                     0.015152          0.232018
    97.400000                     0.015220          0.233065
    97.500000                     0.015288          0.234100
    97.600000                     0.015355          0.235124
    97.700000                     0.015421          0.236135
    97.800000                     0.015486          0.237134
    97.900000                     0.015550          0.238121
    98.000000                     0.015614          0.239095
    98.100000                     0.015677          0.240057
    98.200000                     0.015739          0.241005
    98.300000                     0.015800          0.241941
    98.400000                     0.015860          0.242865
    98.500000                     0.015920          0.243776
    98.600000                     0.015978          0.244674
    98.700000                     0.016036          0.245561
    98.800000                     0.016093          0.246435
    98.900000                     0.016150          0.247298
    99.000000                     0.016205          0.248150
    99.100000                     0.016260          0.248991
    99.200000                     0.016314          0.249821
    99.300000                     0.016368          0.250641
    99.400000                     0.016421          0.251452
    99.500000                     0.016473          0.252254
    99.600000                     0.016525          0.253047
    99.700000                     0.016576          0.253832
    99.800000                     0.016627          0.254610
    99.900000                     0.016678          0.255382
   100.000000                     0.016728          0.256147
   100.100000                     0.016777          0.256907
   100.200000                     0.016826          0.257662
   100.300000                     0.016875          0.258413
   100.400000                     0.016924          0.259160
   100.500000                     0.016973          0.259906
   100.600000                     0.017022          0.260649
   100.700000                     0.017070          0.261391
   100.800000                     0.017118          0.262132
   100.900000                     0.017167          0.262873
   101.000000                     0.017215          0.263616
   101.100000                     0.017264          0.264359
   101.200000                     0.017313          0.265105
   101.300000                     0.017361          0.265854
   101.400000                     0.017411          0.266606
   101.500000                     0.017460          0.267363
   101.600000                     0.017510          0.268123
   101.700000                     0.017560          0.268889
   101.800000                     0.017610          0.269661
   101.900000                     0.017661          0.270439
   102.000000                     0.017712          0.271224
   102.100000                     0.017764          0.272016
   102.200000                     0.017816          0.272815
   102.300000                     0.017869          0.273622
   102.400000                     0.017922          0.274438
   102.500000                     0.017976          0.275262
   102.600000                     0.018030          0.276095
   102.700000                     0.018085          0.276937
   102.800000                     0.018141          0.277789
   102.900000                     0.018197          0.278650
   103.000000                     0.018254          0.279521
   103.100000                     0.018311          0.280402
   103.200000                     0.018370          0.281292
   103.300000                     0.018428          0.282193
   103.400000                     0.018488          0.283103
   103.500000                     0.018548          0.284023
   103.600000                     0.018609          0.284954
   103.700000                     0.018670          0.285894
   103.800000                     0.018732          0.286843
   103.900000                     0.018795          0.287803
   104.000000                     0.018858          0.288772
   104.100000                     0.018922          0.289750
   104.200000                     0.018986          0.290737
   104.300000                     0.019051          0.291733
   104.400000                     0.019117          0.292738
   104.500000                     0.019183          0.293752
   104.600000                     0.019250          0.294773
   104.700000                     0.019317          0.295803
   104.800000                     0.019385          0.296841
   104.900000                     0.019453          0.297886
   105.000000                     0.019522          0.298938
   105.100000                     0.019591          0.299998
   105.200000                     0.019661          0.301064
   105.300000                     0.019731          0.302137
   105.400000                     0.019801          0.303216
   105.500000                     0.019872          0.304301
   105.600000                     0.019943          0.305392
   105.700000                     0.020015          0.306489
   105.800000                     0.020087          0.307592
   105.900000                     0.020159          0.308700
   106.000000                     0.020232          0.309813
   106.100000                     0.020305          0.310931
   106.200000                     0.020379          0.312055
   106.300000                     0.020452          0.313184
   106.400000                     0.020526          0.314317
   106.500000                     0.020601          0.315456
   106.600000                     0.020675          0.316600
   106.700000                     0.020750          0.317749
   106.800000                     0.020826          0.318903
   106.900000                     0.020901          0.320062
   107.000000                     0.020978          0.321227
   107.100000                     0.021054          0.322398
   107.200000                     0.021131          0.323574
   107.300000                     0.021208          0.324756
   107.400000                     0.021286          0.325945
   107.500000                     0.021364          0.327140
   107.600000                     0.021442          0.328342
   107.700000                     0.021521          0.329551
   107.800000                     0.021601          0.330767
   107.900000                     0.021680          0.331991
   108.000000                     0.021761          0.333223
   108.100000                     0.021842          0.334464
   108.200000                     0.021924          0.335713
   108.300000                     0.022006          0.336972
   108.400000                     0.022089          0.338240
   108.500000                     0.022172          0.339517
   108.600000                     0.022256          0.340805
   108.700000                     0.022341          0.342104
   108.800000                     0.022426          0.343413
   108.900000                     0.022513          0.344733
   109.000000                     0.022600          0.346065
   109.100000                     0.022687          0.347409
   109.200000                     0.022776          0.348764
   109.300000                     0.022865          0.350132
   109.400000                     0.022955          0.351512
   109.500000                     0.023046          0.352904
   109.600000                     0.023138          0.354309
   109.700000                     0.023230          0.355726
   109.800000                     0.023324          0.357156
   109.900000                     0.023418          0.358598
   110.000000                     0.023513          0.360053
   110.100000                     0.023609          0.361520
   110.200000                     0.023705          0.363000
   110.300000                     0.023803          0.364491
   110.400000                     0.023901          0.365994
   110.500000                     0.024000          0.367508
   110.600000                     0.024099          0.369032
   110.700000                     0.024200          0.370567
   110.800000                     0.024300          0.372111
   110.900000                     0.024402          0.373665
   111.000000                     0.024504          0.375226
   111.100000                     0.024606          0.376795
   111.200000                     0.024709          0.378371
   111.300000                     0.024813          0.379952
   111.400000                     0.024916          0.381538
   111.500000                     0.025020          0.383128
   111.600000                     0.025124          0.384720
   111.700000                     0.025228          0.386314
   111.800000                     0.025332          0.387907
   111.900000                     0.025436          0.389500
   112.000000                     0.025540          0.391089
   112.100000                     0.025643          0.392675
   112.200000                     0.025747          0.394255
   112.300000                     0.025849          0.395828
   112.400000                     0.025951          0.397392
   112.500000                     0.026053          0.398945
   112.600000                     0.026154          0.400487
   112.700000                     0.026253          0.402014
   112.800000                     0.026352          0.403526
   112.900000                     0.026450          0.405020
   113.000000                     0.026546          0.406494
   113.100000                     0.026641          0.407948
   113.200000                     0.026734          0.409378
   113.300000                     0.026826          0.410783
   113.400000                     0.026916          0.412160
   113.500000                     0.027004          0.413509
   113.600000                     0.027090          0.414827
   113.700000                     0.027174          0.416111
   113.800000                     0.027255          0.417361
   113.900000                     0.027335          0.418573
   114.000000                     0.027411          0.419747
   114.100000                     0.027485          0.420881
   114.200000                     0.027557          0.421971
   114.300000                     0.027625          0.423018
   114.400000                     0.027690          0.424018
   114.500000                     0.027752          0.424971
   114.600000                     0.027811          0.425873
   114.700000                     0.027867          0.426725
   114.800000                     0.027919          0.427524
   114.900000                     0.027968          0.428269
   115.000000                     0.028013          0.428958
   115.100000                     0.028054          0.429590
   115.200000                     0.028092          0.430163
   115.300000                     0.028125          0.430678
   115.400000                     0.028155          0.431131
   115.500000                     0.028180          0.431523
   115.600000                     0.028202          0.431852
   115.700000                     0.028219          0.432118
   115.800000                     0.028232          0.432320
   115.900000                     0.028241          0.432457
   116.000000                     0.028246          0.432529
   116.100000                     0.028246          0.432534
   116.200000                     0.028242          0.432474
   116.300000                     0.028234          0.432348
   116.400000                     0.028222          0.432154
   116.500000                     0.028205          0.431895
   116.600000                     0.028183          0.431569
   116.700000                     0.028158          0.431176
   116.800000                     0.028128          0.430718
   116.900000                     0.028094          0.430194
   117.000000                     0.028055          0.429605
   117.100000                     0.028012          0.428951
   117.200000                     0.027966          0.428234
   117.300000                     0.027915          0.427453
   117.400000                     0.027860          0.426611
   117.500000                     0.027801          0.425707
   117.600000                     0.027738          0.424743
   117.700000                     0.027671          0.423719
   117.800000                     0.027600          0.422639
   117.900000                     0.027526          0.421501
   118.000000                     0.027448          0.420309
   118.100000                     0.027367          0.419062
   118.200000                     0.027282          0.417764
   118.300000                     0.027194          0.416415
   118.400000                     0.027102          0.415017
   118.500000                     0.027008          0.413572
   118.600000                     0.026911          0.412082
   118.700000                     0.026811          0.410547
   118.800000                     0.026708          0.408971
   118.900000                     0.026602          0.407355
   119.000000                     0.026494          0.405701
   119.100000                     0.026384          0.404010
   119.200000                     0.026271          0.402286
   119.300000                     0.026156          0.400529
   119.400000                     0.026040          0.398742
   119.500000                     0.025921          0.396927
   119.600000                     0.025801          0.395085
   119.700000                     0.025679          0.393220
   119.800000                     0.025556          0.391332
   119.900000                     0.025431          0.389424
   120.000000                     0.025305          0.387498
   120.100000                     0.025179          0.385556
   120.200000                     0.025051          0.383600
   120.300000                     0.024922          0.381631
   120.400000                     0.024793          0.379652
   120.500000                     0.024663          0.377665
   120.600000                     0.024533          0.375671
   120.700000                     0.024402          0.373672
   120.800000                     0.024272          0.371670
   120.900000                     0.024141          0.369668
   121.000000                     0.024010          0.367665
   121.100000                     0.023880          0.365665
   121.200000                     0.023749          0.363669
   121.300000                     0.023619          0.361678
   121.400000                     0.023490          0.359694
   121.500000                     0.023361          0.357719
   121.600000                     0.023232          0.355753
   121.700000                     0.023105          0.353799
   121.800000                     0.022978          0.351858
   121.900000                     0.022852          0.349930
   122.000000                     0.022727          0.348018
   122.100000                     0.022603          0.346122
   122.200000                     0.022481          0.344244
   122.300000                     0.022359          0.342385
   122.400000                     0.022239          0.340545
   122.500000                     0.022120          0.338726
   122.600000                     0.022003          0.336929
   122.700000                     0.021887          0.335155
   122.800000                     0.021773          0.333404
   122.900000                     0.021660          0.331677
   123.000000                     0.021549          0.329976
   123.100000                     0.021439          0.328301
   123.200000                     0.021332          0.326652
   123.300000                     0.021226          0.325030
   123.400000                     0.021122          0.323437
   123.500000                     0.021020          0.321872
   123.600000                     0.020919          0.320336
   123.700000                     0.020821          0.318829
   123.800000                     0.020725          0.317353
   123.900000                     0.020630          0.315907
   124.000000                     0.020538          0.314491
   124.100000                     0.020447          0.313107
   124.200000                     0.020359          0.311755
   124.300000                     0.020273          0.310435
   124.400000                     0.020189          0.309147
   124.500000                     0.020107          0.307891
   124.600000                     0.020027          0.306668
   124.700000                     0.019949          0.305479
   124.800000                     0.019874          0.304322
   124.900000                     0.019800          0.303199
   125.000000                     0.019729          0.302109
   125.100000                     0.019660          0.301053
   125.200000                     0.019593          0.300031
   125.300000                     0.019529          0.299043
   125.400000                     0.019467          0.298089
   125.500000                     0.019406          0.297169
   125.600000                     0.019349          0.296283
   125.700000                     0.019293          0.295432
   125.800000                     0.019240          0.294615
   125.900000                     0.019189          0.293832
   126.000000                     0.019140          0.293084
   126.100000                     0.019093          0.292370
   126.200000                     0.019049          0.291691
   126.300000                     0.019007          0.291046
   126.400000                     0.018967          0.290436
   126.500000                     0.018929          0.289860
   126.600000                     0.018894          0.289319
   126.700000                     0.018861          0.288812
   126.800000                     0.018830          0.288340
   126.900000                     0.018801          0.287902
   127.000000                     0.018775          0.287498
   127.100000                     0.018751          0.287129
   127.200000                     0.018729          0.286795
   127.300000                     0.018709          0.286495
   127.400000                     0.018692          0.286229
   127.500000                     0.018677          0.285997
   127.600000                     0.018664          0.285800
   127.700000                     0.018653          0.285638
   127.800000                     0.018645          0.285509
   127.900000                     0.018639          0.285415
   128.000000                     0.018635          0.285355
   128.100000                     0.018633          0.285330
   128.200000                     0.018634          0.285338
   128.300000                     0.018637          0.285381
   128.400000                     0.018642          0.285458
   128.500000                     0.018649          0.285570
   128.600000                     0.018658          0.285716
   128.700000                     0.018670          0.285896
   128.800000                     0.018684          0.286110
   128.900000                     0.018700          0.286359
   129.000000                     0.018719          0.286642
   129.100000                     0.018740          0.286959
   129.200000                     0.018763          0.287311
   129.300000                     0.018788          0.287697
   129.400000                     0.018815          0.288117
   129.500000                     0.018845          0.288572
   129.600000                     0.018877          0.289062
   129.700000                     0.018911          0.289586
   129.800000                     0.018948          0.290145
   129.900000                     0.018987          0.290738
   130.000000                     0.019028          0.291367
   130.100000                     0.019071          0.292030
   130.200000                     0.019116          0.292728
   130.300000                     0.019164          0.293461
   130.400000                     0.019214          0.294229
   130.500000                     0.019267          0.295032
   130.600000                     0.019322          0.295870
   130.700000                     0.019379          0.296744
   130.800000                     0.019438          0.297653
   130.900000                     0.019500          0.298598
   131.000000                     0.019564          0.299578
   131.100000                     0.019630          0.300594
   131.200000                     0.019699          0.301646
   131.300000                     0.019770          0.302733
   131.400000                     0.019843          0.303857
   131.500000                     0.019919          0.305017
   131.600000                     0.019997          0.306213
   131.700000                     0.020078          0.307446
   131.800000                     0.020160          0.308715
   131.900000                     0.020246          0.310021
   132.000000                     0.020333          0.311364
   132.100000                     0.020424          0.312744
   132.200000                     0.020516          0.314161
   132.300000                     0.020611          0.315615
   132.400000                     0.020708          0.317106
   132.500000                     0.020808          0.318635
   132.600000                     0.020911          0.320201
   132.700000                     0.021015          0.321806
   132.800000                     0.021123          0.323448
   132.900000                     0.021232          0.325127
   133.000000                     0.021344          0.326846
   133.100000                     0.021459          0.328602
   133.200000                     0.021576          0.330397
   133.300000                     0.021696          0.332230
   133.400000                     0.021818          0.334101
   133.500000                     0.021943          0.336012
   133.600000                     0.022070          0.337961
   133.700000                     0.022200          0.339949
   133.800000                     0.022333          0.341976
   133.900000                     0.022467          0.344042
   134.000000                     0.022605          0.346148
   134.100000                     0.022745          0.348292
   134.200000                     0.022888          0.350476
   134.300000                     0.023033          0.352699
   134.400000                     0.023181          0.354962
   134.500000                     0.023331          0.357264
   134.600000                     0.023484          0.359605
   134.700000                     0.023639          0.361987
   134.800000                     0.023797          0.364407
   134.900000                     0.023958          0.366868
   135.000000                     0.024121          0.369368
   135.100000                     0.024287          0.371907
   135.200000                     0.024456          0.374486
   135.300000                     0.024627          0.377104
   135.400000                     0.024800          0.379763
   135.500000                     0.024976          0.382460
   135.600000                     0.025155          0.385197
   135.700000                     0.025336          0.387973
   135.800000                     0.025520          0.390788
   135.900000                     0.025707          0.393643
   136.000000                     0.025896          0.396537
   136.100000                     0.026087          0.399469
   136.200000                     0.026281          0.402440
   136.300000                     0.026478          0.405450
   136.400000                     0.026677          0.408499
   136.500000                     0.026878          0.411586
   136.600000                     0.027082          0.414711
   136.700000                     0.027289          0.417874
   136.800000                     0.027498          0.421075
   136.900000                     0.027710          0.424314
   137.000000                     0.027924          0.427591
   137.100000                     0.028140          0.430904
   137.200000                     0.028359          0.434255
   137.300000                     0.028580          0.437642
   137.400000                     0.028804          0.441066
   137.500000                     0.029030          0.444527
   137.600000                     0.029258          0.448024
   137.700000                     0.029489          0.451556
   137.800000                     0.029722          0.455125
   137.900000                     0.029957          0.458729
   138.000000                     0.030195          0.462368
   138.100000                     0.030435          0.466042
   138.200000                     0.030677          0.469750
   138.300000                     0.030921          0.473494
   138.400000                     0.031168          0.477271
   138.500000                     0.031417          0.481082
   138.600000                     0.031668          0.484927
   138.700000                     0.031921          0.488806
   138.800000                     0.032177          0.492717
   138.900000                     0.032434          0.496662
   139.000000                     0.032694          0.500639
   139.100000                     0.032956          0.504648
   139.200000                     0.033220          0.508690
   139.300000                     0.033486          0.512764
   139.400000                     0.033754          0.516869
   139.500000                     0.034024          0.521005
   139.600000                     0.034296          0.525173
   139.700000                     0.034570          0.529371
   139.800000                     0.034846          0.533600
   139.900000                     0.035125          0.537860
   140.000000                     0.035405          0.542149
   140.100000                     0.035687          0.546468
   140.200000                     0.035971          0.550816
   140.300000                     0.036257          0.555193
   140.400000                     0.036544          0.559599
   140.500000                     0.036834          0.564034
   140.600000                     0.037125          0.568496
   140.700000                     0.037418          0.572986
   140.800000                     0.037713          0.577503
   140.900000                     0.038010          0.582046
   141.000000                     0.038309          0.586616
   141.100000                     0.038609          0.591212
   141.200000                     0.038910          0.595832
   141.300000                     0.039214          0.600477
   141.400000                     0.039519          0.605146
   141.500000                     0.039825          0.609839
   141.600000                     0.040133          0.614553
   141.700000                     0.040442          0.619290
   141.800000                     0.040753          0.624047
   141.900000                     0.041065          0.628825
   142.000000                     0.041378          0.633622
   142.100000                     0.041693          0.638436
   142.200000                     0.042008          0.643268
   142.300000                     0.042325          0.648116
   142.400000                     0.042642          0.652979
   142.500000                     0.042961          0.657855
   142.600000                     0.043280          0.662744
   142.700000                     0.043600          0.667644
   142.800000                     0.043921          0.672553
   142.900000                     0.044242          0.677471
   143.000000                     0.044563          0.682395
   143.100000                     0.044885          0.687324
   143.200000                     0.045207          0.692256
   143.300000                     0.045530          0.697190
   143.400000                     0.045852          0.702124
   143.500000                     0.046174          0.707055
   143.600000                     0.046496          0.711984
   143.700000                     0.046817          0.716906
   143.800000                     0.047138          0.721821
   143.900000                     0.047458          0.726726
   144.000000                     0.047778          0.731619
   144.100000                     0.048097          0.736499
   144.200000                     0.048414          0.741364
   144.300000                     0.048731          0.746211
   144.400000                     0.049046          0.751038
   144.500000                     0.049360          0.755844
   144.600000                     0.049672          0.760626
   144.700000                     0.049983          0.765383
   144.800000                     0.050292          0.770112
   144.900000                     0.050599          0.774812
   145.000000                     0.050904          0.779481
   145.100000                     0.051206          0.784116
   145.200000                     0.051507          0.788717
   145.300000                     0.051805          0.793281
   145.400000                     0.052100          0.797808
   145.500000                     0.052393          0.802294
   145.600000                     0.052684          0.806740
   145.700000                     0.052971          0.811144
   145.800000                     0.053256          0.815504
   145.900000                     0.053538          0.819819
   146.000000                     0.053817          0.824088
   146.100000                     0.054092          0.828311
   146.200000                     0.054365          0.832487
   146.300000                     0.054635          0.836614
   146.400000                     0.054901          0.840693
   146.500000                     0.055164          0.844723
   146.600000                     0.055424          0.848703
   146.700000                     0.055681          0.852633
   146.800000                     0.055934          0.856514
   146.900000                     0.056184          0.860344
   147.000000                     0.056431          0.864125
   147.100000                     0.056675          0.867856
   147.200000                     0.056915          0.871538
   147.300000                     0.057153          0.875171
   147.400000                     0.057387          0.878755
   147.500000                     0.057617          0.882291
   147.600000                     0.057845          0.885779
   147.700000                     0.058070          0.889220
   147.800000                     0.058292          0.892615
   147.900000                     0.058510          0.895964
   148.000000                     0.058726          0.899268
   148.100000                     0.058939          0.902528
   148.200000                     0.059149          0.905744
   148.300000                     0.059356          0.908916
   148.400000                     0.059561          0.912047
   148.500000                     0.059762          0.915135
   148.600000                     0.059961          0.918183
   148.700000                     0.060158          0.921189
   148.800000                     0.060351          0.924155
   148.900000                     0.060542          0.927081
   149.000000                     0.060731          0.929967
   149.100000                     0.060917          0.932814
   149.200000                     0.061100          0.935621
   149.300000                     0.061281          0.938388
   149.400000                     0.061459          0.941115
   149.500000                     0.061634          0.943802
   149.600000                     0.061807          0.946448
   149.700000                     0.061977          0.949053
   149.800000                     0.062145          0.951615
   149.900000                     0.062309          0.954135
   150.000000                     0.062471          0.956611
   150.100000                     0.062630          0.959041
   150.200000                     0.062785          0.961424
   150.300000                     0.062938          0.963760
   150.400000                     0.063087          0.966045
   150.500000                     0.063233          0.968279
   150.600000                     0.063375          0.970459
   150.700000                     0.063514          0.972584
   150.800000                     0.063649          0.974651
   150.900000                     0.063780          0.976657
   151.000000                     0.063907          0.978601
   151.100000                     0.064030          0.980480
   151.200000                     0.064148          0.982291
   151.300000                     0.064262          0.984031
   151.400000                     0.064370          0.985698
   151.500000                     0.064474          0.987289
   151.600000                     0.064573          0.988801
   151.700000                     0.064666          0.990230
   151.800000                     0.064754          0.991574
   151.900000                     0.064836          0.992831
   152.000000                     0.064912          0.993996
   152.100000                     0.064982          0.995066
   152.200000                     0.065046          0.996040
   152.300000                     0.065103          0.996914
   152.400000                     0.065153          0.997685
   152.500000                     0.065197          0.998350
   152.600000                     0.065233          0.998907
   152.700000                     0.065262          0.999353
   152.800000                     0.065284          0.999685
   152.900000                     0.065298          0.999902
   153.000000                     0.065304          1.000000
   153.100000                     0.065303          0.999978
   153.200000                     0.065293          0.999833
   153.300000                     0.065276          0.999564
   153.400000                     0.065250          0.999169
   153.500000                     0.065216          0.998647
   153.600000                     0.065174          0.997996
   153.700000                     0.065122          0.997214
   153.800000                     0.065063          0.996302
   153.900000                     0.064995          0.995258
   154.000000                     0.064918          0.994081
   154.100000                     0.064832          0.992771
   154.200000                     0.064738          0.991328
   154.300000                     0.064635          0.989751
   154.400000                     0.064523          0.988041
   154.500000                     0.064403          0.986198
   154.600000                     0.064274          0.984222
   154.700000                     0.064136          0.982113
   154.800000                     0.063990          0.979873
   154.900000                     0.063835          0.977503
   155.000000                     0.063672          0.975002
   155.100000                     0.063500          0.972373
   155.200000                     0.063320          0.969617
   155.300000                     0.063132          0.966734
   155.400000                     0.062936          0.963727
   155.500000                     0.062731          0.960598
   155.600000                     0.062519          0.957347
   155.700000                     0.062299          0.953976
   155.800000                     0.062071          0.950488
   155.900000                     0.061836          0.946885
   156.000000                     0.061593          0.943167
   156.100000                     0.061343          0.939339
   156.200000                     0.061086          0.935400
   156.300000                     0.060822          0.931355
   156.400000                     0.060551          0.927205
   156.500000                     0.060273          0.922951
   156.600000                     0.059988          0.918598
   156.700000                     0.059698          0.914146
   156.800000                     0.059401          0.909598
   156.900000                     0.059098          0.904957
   157.000000                     0.058789          0.900226
   157.100000                     0.058474          0.895405
   157.200000                     0.058153          0.890499
   157.300000                     0.057828          0.885508
   157.400000                     0.057496          0.880437
   157.500000                     0.057160          0.875287
   157.600000                     0.056819          0.870061
   157.700000                     0.056473          0.864762
   157.800000                     0.056122          0.859391
   157.900000                     0.055767          0.853952
   158.000000                     0.055407          0.848447
   158.100000                     0.055044          0.842879
   158.200000                     0.054676          0.837250
   158.300000                     0.054305          0.831563
   158.400000                     0.053930          0.825821
   158.500000                     0.053551          0.820026
   158.600000                     0.053170          0.814182
   158.700000                     0.052785          0.808289
   158.800000                     0.052397          0.802353
   158.900000                     0.052007          0.796374
   159.000000                     0.051614          0.790357
   159.100000                     0.051218          0.784303
   159.200000                     0.050821          0.778216
   159.300000                     0.050421          0.772098
   159.400000                     0.050020          0.765951
   159.500000                     0.049617          0.759780
   159.600000                     0.049212          0.753586
   159.700000                     0.048807          0.747373
   159.800000                     0.048400          0.741143
   159.900000                     0.047992          0.734898
   160.000000                     0.047584          0.728642
   160.100000                     0.047174          0.722378
   160.200000                     0.046765          0.716108
   160.300000                     0.046355          0.709834
   160.400000                     0.045946          0.703560
   160.500000                     0.045536          0.697288
   160.600000                     0.045127          0.691021
   160.700000                     0.044718          0.684761
   160.800000                     0.044310          0.678511
   160.900000                     0.043902          0.672273
   161.000000                     0.043496          0.666050
   161.100000                     0.043091          0.659843
   161.200000                     0.042687          0.653656
   161.300000                     0.042284          0.647491
   161.400000                     0.041883          0.641350
   161.500000                     0.041484          0.635235
   161.600000                     0.041086          0.629147
   161.700000                     0.040691          0.623090
   161.800000                     0.040297          0.617065
   161.900000                     0.039906          0.611074
   162.000000                     0.039517          0.605118
   162.100000                     0.039130          0.599200
   162.200000                     0.038746          0.593321
   162.300000                     0.038365          0.587483
   162.400000                     0.037987          0.581686
   162.500000                     0.037611          0.575934
   162.600000                     0.037238          0.570226
   162.700000                     0.036869          0.564565
   162.800000                     0.036502          0.558951
   162.900000                     0.036139          0.553386
   163.000000                     0.035778          0.547871
   163.100000                     0.035422          0.542406
   163.200000                     0.035068          0.536993
   163.300000                     0.034718          0.531633
   163.400000                     0.034371          0.526326
   163.500000                     0.034028          0.521072
   163.600000                     0.033689          0.515874
   163.700000                     0.033353          0.510731
   163.800000                     0.033021          0.505643
   163.900000                     0.032692          0.500612
   164.000000                     0.032367          0.495637
   164.100000                     0.032046          0.490720
   164.200000                     0.031729          0.485860
   164.300000                     0.031415          0.481057
   164.400000                     0.031105          0.476312
   164.500000                     0.030799          0.471625
   164.600000                     0.030497          0.466997
   164.700000                     0.030198          0.462426
   164.800000                     0.029904          0.457913
   164.900000                     0.029613          0.453458
   165.000000                     0.029326          0.449061
   165.100000                     0.029042          0.444722
   165.200000                     0.028763          0.440441
   165.300000                     0.028487          0.436217
   165.400000                     0.028215          0.432050
   165.500000                     0.027946          0.427940
   165.600000                     0.027682          0.423887
   165.700000                     0.027421          0.419890
   165.800000                     0.027163          0.415949
   165.900000                     0.026910          0.412063
   166.000000                     0.026659          0.408233
   166.100000                     0.026413          0.404457
   166.200000                     0.026170          0.400736
   166.300000                     0.025930          0.397068
   166.400000                     0.025694          0.393454
   166.500000                     0.025462          0.389892
   166.600000                     0.025232          0.386382
   166.700000                     0.025007          0.382924
   166.800000                     0.024784          0.379516
   166.900000                     0.024565          0.376159
   167.000000                     0.024349          0.372852
   167.100000                     0.024136          0.369594
