v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
    34.000000                     166.252935          0.018187
    34.100000                     166.695759          0.018235
    34.200000                     167.140810          0.018284
    34.300000                     167.588108          0.018333
    34.400000                     168.037668          0.018382
    34.500000                     168.489511          0.018431
    34.600000                     168.943654          0.018481
    34.700000                     169.400115          0.018531
    34.800000                     169.858914          0.018581
    34.900000                     170.320069          0.018632
    35.000000                     170.783600          0.018682
    35.100000                     171.249525          0.018733
    35.200000                     171.717864          0.018785
    35.300000                     172.188638          0.018836
    35.400000                     172.661866          0.018888
    35.500000                     173.137569          0.018940
    35.600000                     173.615767          0.018992
    35.700000                     174.096480          0.019045
    35.800000                     174.579730          0.019098
    35.900000                     175.065538          0.019151
    36.000000                     175.553925          0.019204
    36.100000                     176.044913          0.019258
    36.200000                     176.538524          0.019312
    36.300000                     177.034780          0.019366
    36.400000                     177.533704          0.019421
    36.500000                     178.035318          0.019476
    36.600000                     178.539645          0.019531
    36.700000                     179.046709          0.019586
    36.800000                     179.556533          0.019642
    36.900000                     180.069141          0.019698
    37.000000                     180.584557          0.019755
    37.100000                     181.102805          0.019811
    37.200000                     181.623911          0.019868
    37.300000                     182.147898          0.019926
    37.400000                     182.674792          0.019983
    37.500000                     183.204620          0.020041
    37.600000                     183.737406          0.020099
    37.700000                     184.273177          0.020158
    37.800000                     184.811959          0.020217
    37.900000                     185.353779          0.020276
    38.000000                     185.898665          0.020336
    38.100000                     186.446644          0.020396
    38.200000                     186.997743          0.020456
    38.300000                     187.551991          0.020517
    38.400000                     188.109417          0.020578
    38.500000                     188.670049          0.020639
    38.600000                     189.233916          0.020701
    38.700000                     189.801048          0.020763
    38.800000                     190.371475          0.020825
    38.900000                     190.945228          0.020888
    39.000000                     191.522336          0.020951
    39.100000                     192.102832          0.021015
    39.200000                     192.686746          0.021078
    39.300000                     193.274111          0.021143
    39.400000                     193.864959          0.021207
    39.500000                     194.459322          0.021272
    39.600000                     195.057234          0.021338
    39.700000                     195.658728          0.021404
    39.800000                     196.263838          0.021470
    39.900000                     196.872599          0.021536
    40.000000                     197.485045          0.021603
    40.100000                     198.101212          0.021671
    40.200000                     198.721136          0.021739
    40.300000                     199.344853          0.021807
    40.400000                     199.972399          0.021875
    40.500000                     200.603812          0.021944
    40.600000                     201.239129          0.022014
    40.700000                     201.878389          0.022084
    40.800000                     202.521630          0.022154
    40.900000                     203.168891          0.022225
    41.000000                     203.820213          0.022296
    41.100000                     204.475635          0.022368
    41.200000                     205.135198          0.022440
    41.300000                     205.798944          0.022513
    41.400000                     206.466915          0.022586
    41.500000                     207.139152          0.022659
    41.600000                     207.815699          0.022733
    41.700000                     208.496600          0.022808
    41.800000                     209.181899          0.022883
    41.900000                     209.871640          0.022958
    42.000000                     210.565869          0.023034
    42.100000                     211.264631          0.023111
    42.200000                     211.967975          0.023188
    42.300000                     212.675946          0.023265
    42.400000                     213.388593          0.023343
    42.500000                     214.105965          0.023422
    42.600000                     214.828111          0.023501
    42.700000                     215.555080          0.023580
    42.800000                     216.286923          0.023660
    42.900000                     217.023693          0.023741
    43.000000                     217.765440          0.023822
    43.100000                     218.512218          0.023904
    43.200000                     219.264080          0.023986
    43.300000                     220.021081          0.024069
    43.400000                     220.783275          0.024152
    43.500000                     221.550719          0.024236
    43.600000                     222.323469          0.024320
    43.700000                     223.101582          0.024406
    43.800000                     223.885117          0.024491
    43.900000                     224.674134          0.024578
    44.000000                     225.468691          0.024665
    44.100000                     226.268850          0.024752
    44.200000                     227.074672          0.024840
    44.300000                     227.886220          0.024929
    44.400000                     228.703557          0.025018
    44.500000                     229.526749          0.025108
    44.600000                     230.355859          0.025199
    44.700000                     231.190954          0.025290
    44.800000                     232.032102          0.025382
    44.900000                     232.879371          0.025475
    45.000000                     233.732829          0.025569
    45.100000                     234.592548          0.025663
    45.200000                     235.458598          0.025757
    45.300000                     236.331051          0.025853
    45.400000                     237.209981          0.025949
    45.500000                     238.095461          0.026046
    45.600000                     238.987569          0.026143
    45.700000                     239.886379          0.026242
    45.800000                     240.791971          0.026341
    45.900000                     241.704422          0.026441
    46.000000                     242.623812          0.026541
    46.100000                     243.550223          0.026642
    46.200000                     244.483737          0.026745
    46.300000                     245.424438          0.026848
    46.400000                     246.372410          0.026951
    46.500000                     247.327740          0.027056
    46.600000                     248.290514          0.027161
    46.700000                     249.260822          0.027267
    46.800000                     250.238753          0.027374
    46.900000                     251.224398          0.027482
    47.000000                     252.217851          0.027591
    47.100000                     253.219204          0.027700
    47.200000                     254.228554          0.027811
    47.300000                     255.245996          0.027922
    47.400000                     256.271630          0.028034
    47.500000                     257.305554          0.028147
    47.600000                     258.347871          0.028261
    47.700000                     259.398681          0.028376
    47.800000                     260.458089          0.028492
    47.900000                     261.526202          0.028609
    48.000000                     262.603125          0.028727
    48.100000                     263.688967          0.028846
    48.200000                     264.783840          0.028965
    48.300000                     265.887853          0.029086
    48.400000                     267.001122          0.029208
    48.500000                     268.123760          0.029331
    48.600000                     269.255885          0.029454
    48.700000                     270.397615          0.029579
    48.800000                     271.549070          0.029705
    48.900000                     272.710372          0.029832
    49.000000                     273.881644          0.029961
    49.100000                     275.063011          0.030090
    49.200000                     276.254600          0.030220
    49.300000                     277.456541          0.030352
    49.400000                     278.668963          0.030484
    49.500000                     279.891999          0.030618
    49.600000                     281.125783          0.030753
    49.700000                     282.370451          0.030889
    49.800000                     283.626140          0.031026
    49.900000                     284.892990          0.031165
    50.000000                     286.171143          0.031305
    50.100000                     287.460742          0.031446
    50.200000                     288.761931          0.031588
    50.300000                     290.074859          0.031732
    50.400000                     291.399673          0.031877
    50.500000                     292.736525          0.032023
    50.600000                     294.085566          0.032171
    50.700000                     295.446952          0.032320
    50.800000                     296.820839          0.032470
    50.900000                     298.207384          0.032622
    51.000000                     299.606748          0.032775
    51.100000                     301.019093          0.032929
    51.200000                     302.444582          0.033085
    51.300000                     303.883380          0.033242
    51.400000                     305.335655          0.033401
    51.500000                     306.801576          0.033562
    51.600000                     308.281312          0.033724
    51.700000                     309.775037          0.033887
    51.800000                     311.282925          0.034052
    51.900000                     312.805150          0.034218
    52.000000                     314.341890          0.034387
    52.100000                     315.893323          0.034556
    52.200000                     317.459631          0.034728
    52.300000                     319.040993          0.034901
    52.400000                     320.637593          0.035075
    52.500000                     322.249614          0.035252
    52.600000                     323.877243          0.035430
    52.700000                     325.520665          0.035609
    52.800000                     327.180067          0.035791
    52.900000                     328.855638          0.035974
    53.000000                     330.547567          0.036159
    53.100000                     332.256042          0.036346
    53.200000                     333.981255          0.036535
    53.300000                     335.723396          0.036726
    53.400000                     337.482656          0.036918
    53.500000                     339.259226          0.037112
    53.600000                     341.053296          0.037309
    53.700000                     342.865058          0.037507
    53.800000                     344.694702          0.037707
    53.900000                     346.542417          0.037909
    54.000000                     348.408393          0.038113
    54.100000                     350.292817          0.038319
    54.200000                     352.195876          0.038527
    54.300000                     354.117755          0.038738
    54.400000                     356.058638          0.038950
    54.500000                     358.018705          0.039164
    54.600000                     359.998137          0.039381
    54.700000                     361.997108          0.039600
    54.800000                     364.015793          0.039820
    54.900000                     366.054362          0.040043
    55.000000                     368.112981          0.040269
    55.100000                     370.191812          0.040496
    55.200000                     372.291014          0.040726
    55.300000                     374.410739          0.040958
    55.400000                     376.551136          0.041192
    55.500000                     378.712346          0.041428
    55.600000                     380.894507          0.041667
    55.700000                     383.097746          0.041908
    55.800000                     385.322187          0.042151
    55.900000                     387.567944          0.042397
    56.000000                     389.835123          0.042645
    56.100000                     392.123822          0.042895
    56.200000                     394.434130          0.043148
    56.300000                     396.766124          0.043403
    56.400000                     399.119873          0.043661
    56.500000                     401.495433          0.043920
    56.600000                     403.892849          0.044183
    56.700000                     406.312153          0.044447
    56.800000                     408.753366          0.044714
    56.900000                     411.216491          0.044984
    57.000000                     413.701521          0.045256
    57.100000                     416.208430          0.045530
    57.200000                     418.737179          0.045807
    57.300000                     421.287711          0.046086
    57.400000                     423.859951          0.046367
    57.500000                     426.453808          0.046651
    57.600000                     429.069171          0.046937
    57.700000                     431.705908          0.047225
    57.800000                     434.363868          0.047516
    57.900000                     437.042882          0.047809
    58.000000                     439.742754          0.048104
    58.100000                     442.463270          0.048402
    58.200000                     445.204191          0.048702
    58.300000                     447.965256          0.049004
    58.400000                     450.746179          0.049308
    58.500000                     453.546650          0.049614
    58.600000                     456.366335          0.049923
    58.700000                     459.204872          0.050233
    58.800000                     462.061875          0.050546
    58.900000                     464.936933          0.050860
    59.000000                     467.829608          0.051177
    59.100000                     470.739435          0.051495
    59.200000                     473.665924          0.051815
    59.300000                     476.608556          0.052137
    59.400000                     479.566791          0.052461
    59.500000                     482.540058          0.052786
    59.600000                     485.527763          0.053113
    59.700000                     488.529288          0.053441
    59.800000                     491.543988          0.053771
    59.900000                     494.571198          0.054102
    60.000000                     497.610227          0.054435
    60.100000                     500.660366          0.054768
    60.200000                     503.720882          0.055103
    60.300000                     506.791027          0.055439
    60.400000                     509.870033          0.055776
    60.500000                     512.957117          0.056113
    60.600000                     516.051484          0.056452
    60.700000                     519.152325          0.056791
    60.800000                     522.258822          0.057131
    60.900000                     525.370151          0.057471
    61.000000                     528.485484          0.057812
    61.100000                     531.603988          0.058153
    61.200000                     534.724834          0.058495
    61.300000                     537.847196          0.058836
    61.400000                     540.970255          0.059178
    61.500000                     544.093201          0.059520
    61.600000                     547.215239          0.059861
    61.700000                     550.335591          0.060202
    61.800000                     553.453499          0.060543
    61.900000                     556.568228          0.060884
    62.000000                     559.679074          0.061224
    62.100000                     562.785359          0.061564
    62.200000                     565.886446          0.061904
    62.300000                     568.981731          0.062242
    62.400000                     572.070656          0.062580
    62.500000                     575.152707          0.062917
    62.600000                     578.227420          0.063254
    62.700000                     581.294382          0.063589
    62.800000                     584.353237          0.063924
    62.900000                     587.403689          0.064257
    63.000000                     590.445500          0.064590
    63.100000                     593.478500          0.064922
    63.200000                     596.502586          0.065253
    63.300000                     599.517720          0.065583
    63.400000                     602.523941          0.065911
    63.500000                     605.521358          0.066239
    63.600000                     608.510154          0.066566
    63.700000                     611.490590          0.066892
    63.800000                     614.463002          0.067217
    63.900000                     617.427805          0.067542
    64.000000                     620.385491          0.067865
    64.100000                     623.336630          0.068188
    64.200000                     626.281869          0.068510
    64.300000                     629.221933          0.068832
    64.400000                     632.157623          0.069153
    64.500000                     635.089815          0.069474
    64.600000                     638.019459          0.069794
    64.700000                     640.947576          0.070115
    64.800000                     643.875259          0.070435
    64.900000                     646.803667          0.070755
    65.000000                     649.734027          0.071076
    65.100000                     652.667626          0.071397
    65.200000                     655.605815          0.071718
    65.300000                     658.550000          0.072040
    65.400000                     661.501642          0.072363
    65.500000                     664.462254          0.072687
    65.600000                     667.433399          0.073012
    65.700000                     670.416681          0.073338
    65.800000                     673.413749          0.073666
    65.900000                     676.426290          0.073996
    66.000000                     679.456026          0.074327
    66.100000                     682.504709          0.074661
    66.200000                     685.574122          0.074996
    66.300000                     688.666073          0.075335
    66.400000                     691.782391          0.075676
    66.500000                     694.924926          0.076019
    66.600000                     698.095543          0.076366
    66.700000                     701.296121          0.076716
    66.800000                     704.528549          0.077070
    66.900000                     707.794724          0.077427
    67.000000                     711.096551          0.077788
    67.100000                     714.435936          0.078154
    67.200000                     717.814787          0.078523
    67.300000                     721.235010          0.078897
    67.400000                     724.698512          0.079276
    67.500000                     728.207191          0.079660
    67.600000                     731.762943          0.080049
    67.700000                     735.367654          0.080443
    67.800000                     739.023204          0.080843
    67.900000                     742.731461          0.081249
    68.000000                     746.494283          0.081661
    68.100000                     750.313519          0.082078
    68.200000                     754.191002          0.082503
    68.300000                     758.128557          0.082933
    68.400000                     762.127991          0.083371
    68.500000                     766.191103          0.083815
    68.600000                     770.319673          0.084267
    68.700000                     774.515471          0.084726
    68.800000                     778.780253          0.085192
    68.900000                     783.115760          0.085667
    69.000000                     787.523721          0.086149
    69.100000                     792.005849          0.086639
    69.200000                     796.563848          0.087138
    69.300000                     801.199405          0.087645
    69.400000                     805.914198          0.088161
    69.500000                     810.709891          0.088685
    69.600000                     815.588138          0.089219
    69.700000                     820.550580          0.089762
    69.800000                     825.598848          0.090314
    69.900000                     830.734565          0.090876
    70.000000                     835.959341          0.091447
    70.100000                     841.274779          0.092029
    70.200000                     846.682472          0.092620
    70.300000                     852.184005          0.093222
    70.400000                     857.780956          0.093835
    70.500000                     863.474894          0.094457
    70.600000                     869.267381          0.095091
    70.700000                     875.159974          0.095736
    70.800000                     881.154221          0.096391
    70.900000                     887.251666          0.097058
    71.000000                     893.453844          0.097737
    71.100000                     899.762287          0.098427
    71.200000                     906.178518          0.099129
    71.300000                     912.704055          0.099843
    71.400000                     919.340412          0.100569
    71.500000                     926.089093          0.101307
    71.600000                     932.951597          0.102058
    71.700000                     939.929416          0.102821
    71.800000                     947.024036          0.103597
    71.900000                     954.236931          0.104386
    72.000000                     961.569570          0.105188
    72.100000                     969.023410          0.106004
    72.200000                     976.599900          0.106832
    72.300000                     984.300475          0.107675
    72.400000                     992.126558          0.108531
    72.500000                    1000.079560          0.109401
    72.600000                    1008.160875          0.110285
    72.700000                    1016.371880          0.111183
    72.800000                    1024.713934          0.112096
    72.900000                    1033.188375          0.113023
    73.000000                    1041.796519          0.113964
    73.100000                    1050.539658          0.114921
    73.200000                    1059.419056          0.115892
    73.300000                    1068.435947          0.116879
    73.400000                    1077.591535          0.117880
    73.500000                    1086.886985          0.118897
    73.600000                    1096.323427          0.119929
    73.700000                    1105.901948          0.120977
    73.800000                    1115.623590          0.122040
    73.900000                    1125.489345          0.123120
    74.000000                    1135.500155          0.124215
    74.100000                    1145.656901          0.125326
    74.200000                    1155.960406          0.126453
    74.300000                    1166.411423          0.127596
    74.400000                    1177.010638          0.128756
    74.500000                    1187.758657          0.129931
    74.600000                    1198.656005          0.131124
    74.700000                    1209.703122          0.132332
    74.800000                    1220.900352          0.133557
    74.900000                    1232.247939          0.134798
    75.000000                    1243.746022          0.136056
    75.100000                    1255.394626          0.137330
    75.200000                    1267.193657          0.138621
    75.300000                    1279.142893          0.139928
    75.400000                    1291.241975          0.141252
    75.500000                    1303.490404          0.142592
    75.600000                    1315.887527          0.143948
    75.700000                    1328.432534          0.145320
    75.800000                    1341.124445          0.146708
    75.900000                    1353.962102          0.148113
    76.000000                    1366.944162          0.149533
    76.100000                    1380.069084          0.150969
    76.200000                    1393.335124          0.152420
    76.300000                    1406.740321          0.153886
    76.400000                    1420.282487          0.155368
    76.500000                    1433.959200          0.156864
    76.600000                    1447.767791          0.158374
    76.700000                    1461.705335          0.159899
    76.800000                    1475.768639          0.161438
    76.900000                    1489.954232          0.162989
    77.000000                    1504.258356          0.164554
    77.100000                    1518.676952          0.166131
    77.200000                    1533.205654          0.167721
    77.300000                    1547.839773          0.169322
    77.400000                    1562.574293          0.170933
    77.500000                    1577.403857          0.172556
    77.600000                    1592.322757          0.174188
    77.700000                    1607.324928          0.175829
    77.800000                    1622.403937          0.177478
    77.900000                    1637.552975          0.179135
    78.000000                    1652.764849          0.180800
    78.100000                    1668.031976          0.182470
    78.200000                    1683.346375          0.184145
    78.300000                    1698.699663          0.185824
    78.400000                    1714.083053          0.187507
    78.500000                    1729.487343          0.189192
    78.600000                    1744.902923          0.190879
    78.700000                    1760.319766          0.192565
    78.800000                    1775.727434          0.194251
    78.900000                    1791.115078          0.195934
    79.000000                    1806.471439          0.197614
    79.100000                    1821.784856          0.199289
    79.200000                    1837.043271          0.200958
    79.300000                    1852.234239          0.202620
    79.400000                    1867.344937          0.204273
    79.500000                    1882.362175          0.205916
    79.600000                    1897.272415          0.207547
    79.700000                    1912.061784          0.209165
    79.800000                    1926.716094          0.210768
    79.900000                    1941.220861          0.212354
    80.000000                    1955.561332          0.213923
    80.100000                    1969.722508          0.215472
    80.200000                    1983.689174          0.217000
    80.300000                    1997.445925          0.218505
    80.400000                    2010.977204          0.219985
    80.500000                    2024.267333          0.221439
    80.600000                    2037.300550          0.222865
    80.700000                    2050.061049          0.224261
    80.800000                    2062.533020          0.225625
    80.900000                    2074.700692          0.226956
    81.000000                    2086.548378          0.228252
    81.100000                    2098.060517          0.229511
    81.200000                    2109.221726          0.230732
    81.300000                    2120.016846          0.231913
    81.400000                    2130.430987          0.233052
    81.500000                    2140.449585          0.234148
    81.600000                    2150.058446          0.235200
    81.700000                    2159.243797          0.236204
    81.800000                    2167.992336          0.237161
    81.900000                    2176.291282          0.238069
    82.000000                    2184.128420          0.238927
    82.100000                    2191.492153          0.239732
    82.200000                    2198.371540          0.240485
    82.300000                    2204.756346          0.241183
    82.400000                    2210.637080          0.241826
    82.500000                    2216.005035          0.242414
    82.600000                    2220.852324          0.242944
    82.700000                    2225.171913          0.243416
    82.800000                    2228.957648          0.243830
    82.900000                    2232.204289          0.244186
    83.000000                    2234.907523          0.244481
    83.100000                    2237.063989          0.244717
    83.200000                    2238.671291          0.244893
    83.300000                    2239.728009          0.245009
    83.400000                    2240.233703          0.245064
    83.500000                    2240.188917          0.245059
    83.600000                    2239.595176          0.244994
    83.700000                    2238.454982          0.244869
    83.800000                    2236.771796          0.244685
    83.900000                    2234.550030          0.244442
    84.000000                    2231.795026          0.244141
    84.100000                    2228.513030          0.243782
    84.200000                    2224.711169          0.243366
    84.300000                    2220.397418          0.242894
    84.400000                    2215.580569          0.242367
    84.500000                    2210.270194          0.241786
    84.600000                    2204.476604          0.241152
    84.700000                    2198.210808          0.240467
    84.800000                    2191.484473          0.239731
    84.900000                    2184.309872          0.238946
    85.000000                    2176.699843          0.238114
    85.100000                    2168.667738          0.237235
    85.200000                    2160.227373          0.236312
    85.300000                    2151.392982          0.235346
    85.400000                    2142.179162          0.234338
    85.500000                    2132.600830          0.233290
    85.600000                    2122.673166          0.232204
    85.700000                    2112.411571          0.231081
    85.800000                    2101.831615          0.229924
    85.900000                    2090.948992          0.228733
    86.000000                    2079.779472          0.227512
    86.100000                    2068.338861          0.226260
    86.200000                    2056.642954          0.224981
    86.300000                    2044.707499          0.223675
    86.400000                    2032.548156          0.222345
    86.500000                    2020.180458          0.220992
    86.600000                    2007.619782          0.219618
    86.700000                    1994.881314          0.218224
    86.800000                    1981.980016          0.216813
    86.900000                    1968.930606          0.215386
    87.000000                    1955.747524          0.213943
    87.100000                    1942.444914          0.212488
    87.200000                    1929.036604          0.211021
    87.300000                    1915.536084          0.209545
    87.400000                    1901.956490          0.208059
    87.500000                    1888.310594          0.206566
    87.600000                    1874.610785          0.205068
    87.700000                    1860.869066          0.203564
    87.800000                    1847.097039          0.202058
    87.900000                    1833.305904          0.200549
    88.000000                    1819.506452          0.199040
    88.100000                    1805.709059          0.197530
    88.200000                    1791.923691          0.196022
    88.300000                    1778.159897          0.194517
    88.400000                    1764.426816          0.193014
    88.500000                    1750.733173          0.191516
    88.600000                    1737.087290          0.190024
    88.700000                    1723.497084          0.188537
    88.800000                    1709.970077          0.187057
    88.900000                    1696.513400          0.185585
    89.000000                    1683.133799          0.184122
    89.100000                    1669.837647          0.182667
    89.200000                    1656.630949          0.181222
    89.300000                    1643.519351          0.179788
    89.400000                    1630.508151          0.178365
    89.500000                    1617.602307          0.176953
    89.600000                    1604.806448          0.175553
    89.700000                    1592.124884          0.174166
    89.800000                    1579.561616          0.172792
    89.900000                    1567.120347          0.171431
    90.000000                    1554.804494          0.170083
    90.100000                    1542.617193          0.168750
    90.200000                    1530.561319          0.167431
    90.300000                    1518.639486          0.166127
    90.400000                    1506.854068          0.164838
    90.500000                    1495.207199          0.163564
    90.600000                    1483.700793          0.162305
    90.700000                    1472.336547          0.161062
    90.800000                    1461.115955          0.159835
    90.900000                    1450.040314          0.158623
    91.000000                    1439.110737          0.157427
    91.100000                    1428.328162          0.156248
    91.200000                    1417.693359          0.155085
    91.300000                    1407.206938          0.153937
    91.400000                    1396.869364          0.152807
    91.500000                    1386.680955          0.151692
    91.600000                    1376.641899          0.150594
    91.700000                    1366.752258          0.149512
    91.800000                    1357.011975          0.148446
    91.900000                    1347.420881          0.147397
    92.000000                    1337.978706          0.146364
    92.100000                    1328.685078          0.145348
    92.200000                    1319.539538          0.144347
    92.300000                    1310.541540          0.143363
    92.400000                    1301.690458          0.142395
    92.500000                    1292.985595          0.141442
    92.600000                    1284.426183          0.140506
    92.700000                    1276.011393          0.139586
    92.800000                    1267.740338          0.138681
    92.900000                    1259.612075          0.137792
    93.000000                    1251.625614          0.136918
    93.100000                    1243.779921          0.136060
    93.200000                    1236.073918          0.135217
    93.300000                    1228.506494          0.134389
    93.400000                    1221.076501          0.133576
    93.500000                    1213.782763          0.132778
    93.600000                    1206.624076          0.131995
    93.700000                    1199.599215          0.131227
    93.800000                    1192.706930          0.130473
    93.900000                    1185.945958          0.129733
    94.000000                    1179.315016          0.129008
    94.100000                    1172.812810          0.128297
    94.200000                    1166.438036          0.127599
    94.300000                    1160.189381          0.126916
    94.400000                    1154.065524          0.126246
    94.500000                    1148.065141          0.125589
    94.600000                    1142.186906          0.124946
    94.700000                    1136.429489          0.124316
    94.800000                    1130.791562          0.123700
    94.900000                    1125.271800          0.123096
    95.000000                    1119.868880          0.122505
    95.100000                    1114.581483          0.121926
    95.200000                    1109.408297          0.121361
    95.300000                    1104.348016          0.120807
    95.400000                    1099.399342          0.120266
    95.500000                    1094.560986          0.119736
    95.600000                    1089.831668          0.119219
    95.700000                    1085.210120          0.118713
    95.800000                    1080.695082          0.118220
    95.900000                    1076.285311          0.117737
    96.000000                    1071.979571          0.117266
    96.100000                    1067.776643          0.116806
    96.200000                    1063.675319          0.116358
    96.300000                    1059.674408          0.115920
    96.400000                    1055.772732          0.115493
    96.500000                    1051.969126          0.115077
    96.600000                    1048.262443          0.114672
    96.700000                    1044.651552          0.114277
    96.800000                    1041.135334          0.113892
    96.900000                    1037.712691          0.113518
    97.000000                    1034.382537          0.113153
    97.100000                    1031.143806          0.112799
    97.200000                    1027.995447          0.112455
    97.300000                    1024.936425          0.112120
    97.400000                    1021.965723          0.111795
    97.500000                    1019.082342          0.111480
    97.600000                    1016.285297          0.111174
    97.700000                    1013.573623          0.110877
    97.800000                    1010.946371          0.110590
    97.900000                    1008.402609          0.110311
    98.000000                    1005.941423          0.110042
    98.100000                    1003.561915          0.109782
    98.200000                    1001.263204          0.109530
    98.300000                     999.044428          0.109288
    98.400000                     996.904740          0.109054
    98.500000                     994.843310          0.108828
    98.600000                     992.859326          0.108611
    98.700000                     990.951992          0.108402
    98.800000                     989.120530          0.108202
    98.900000                     987.364176          0.108010
    99.000000                     985.682185          0.107826
    99.100000                     984.073827          0.107650
    99.200000                     982.538389          0.107482
    99.300000                     981.075175          0.107322
    99.400000                     979.683502          0.107170
    99.500000                     978.362706          0.107025
    99.600000                     977.112139          0.106888
    99.700000                     975.931165          0.106759
    99.800000                     974.819167          0.106638
    99.900000                     973.775543          0.106523
   100.000000                     972.799706          0.106417
   100.100000                     971.891082          0.106317
   100.200000                     971.049115          0.106225
   100.300000                     970.273263          0.106140
   100.400000                     969.562998          0.106063
   100.500000                     968.917808          0.105992
   100.600000                     968.337193          0.105928
   100.700000                     967.820671          0.105872
   100.800000                     967.367770          0.105822
   100.900000                     966.978035          0.105780
   101.000000                     966.651024          0.105744
   101.100000                     966.386310          0.105715
   101.200000                     966.183477          0.105693
   101.300000                     966.042125          0.105677
   101.400000                     965.961867          0.105669
   101.500000                     965.942329          0.105667
   101.600000                     965.983149          0.105671
   101.700000                     966.083979          0.105682
   101.800000                     966.244486          0.105700
   101.900000                     966.464346          0.105724
   102.000000                     966.743251          0.105754
   102.100000                     967.080903          0.105791
   102.200000                     967.477019          0.105834
   102.300000                     967.931326          0.105884
   102.400000                     968.443566          0.105940
   102.500000                     969.013490          0.106002
   102.600000                     969.640864          0.106071
   102.700000                     970.325464          0.106146
   102.800000                     971.067078          0.106227
   102.900000                     971.865508          0.106314
   103.000000                     972.720566          0.106408
   103.100000                     973.632075          0.106508
   103.200000                     974.599871          0.106614
   103.300000                     975.623801          0.106726
   103.400000                     976.703723          0.106844
   103.500000                     977.839507          0.106968
   103.600000                     979.031033          0.107098
   103.700000                     980.278195          0.107235
   103.800000                     981.580895          0.107377
   103.900000                     982.939048          0.107526
   104.000000                     984.352579          0.107680
   104.100000                     985.821425          0.107841
   104.200000                     987.345533          0.108008
   104.300000                     988.924862          0.108181
   104.400000                     990.559380          0.108359
   104.500000                     992.249069          0.108544
   104.600000                     993.993917          0.108735
   104.700000                     995.793927          0.108932
   104.800000                     997.649112          0.109135
   104.900000                     999.559493          0.109344
   105.000000                    1001.525104          0.109559
   105.100000                    1003.545990          0.109780
   105.200000                    1005.622204          0.110007
   105.300000                    1007.753813          0.110240
   105.400000                    1009.940892          0.110480
